Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,Pos,,,,,
TE,Randall Telfer,2500,PIT@CLE 01:00PM ET,0.171,CLE,TE,,,,,
TE,Jake McGee,2500,PIT@CLE 01:00PM ET,0,PIT,TE,,,,,
TE,Seth DeValve,2500,PIT@CLE 01:00PM ET,2.892,CLE,TE,,,,,
TE,Taylor McNamara,2500,PIT@CLE 01:00PM ET,0,CLE,TE,,,,,
TE,Nate Iese,2500,PIT@CLE 01:00PM ET,0,CLE,TE,,,,,
TE,J.P. Holtz,2500,PIT@CLE 01:00PM ET,0,CLE,TE,,,,,
TE,Phazahn Odom,2500,PIT@CLE 01:00PM ET,0,PIT,TE,,,,,
TE,Darren Fells,2500,ARI@DET 01:00PM ET,2.529,DET,TE,,,,,
TE,Ifeanyi Momah,2500,ARI@DET 01:00PM ET,1.4,ARI,TE,,,,,
TE,Gerald Christian,2500,ARI@DET 01:00PM ET,0.8,ARI,TE,,,,,
TE,Troy Niklas,2500,ARI@DET 01:00PM ET,0.333,ARI,TE,,,,,
TE,Robert Tonyan,2500,ARI@DET 01:00PM ET,0,DET,TE,,,,,
TE,Hakeem Valles,2500,ARI@DET 01:00PM ET,0,ARI,TE,,,,,
TE,Cole Wick,2500,ARI@DET 01:00PM ET,0.633,DET,TE,,,,,
TE,Ricky Seals-Jones,2500,ARI@DET 01:00PM ET,0,ARI,TE,,,,,
TE,Michael Roberts,2500,ARI@DET 01:00PM ET,0,DET,TE,,,,,
TE,Scott Orndoff,2500,ARI@DET 01:00PM ET,0,DET,TE,,,,,
TE,James O'Shaughnessy,2500,JAX@HOU 01:00PM ET,0.112,JAX,TE,,,,,
TE,Marcedes Lewis,2500,JAX@HOU 01:00PM ET,4.29,JAX,TE,,,,,
TE,Mychal Rivera,2500,JAX@HOU 01:00PM ET,3.593,JAX,TE,,,,,
TE,RaShaun Allen,2500,JAX@HOU 01:00PM ET,0,HOU,TE,,,,,
TE,Alex Ellis,2500,JAX@HOU 01:00PM ET,0.683,JAX,TE,,,,,
TE,Stephen Anderson,2500,JAX@HOU 01:00PM ET,1.753,HOU,TE,,,,,
TE,Ben Koyack,2500,JAX@HOU 01:00PM ET,2.936,JAX,TE,,,,,
TE,Evan Baylis,2500,JAX@HOU 01:00PM ET,0,HOU,TE,,,,,
TE,Caleb Bluiett,2500,JAX@HOU 01:00PM ET,0,JAX,TE,,,,,
TE,David Grinnage,2500,JAX@HOU 01:00PM ET,0,JAX,TE,,,,,
TE,Anthony Fasano,2500,Postponed,1.769,MIA,TE,,,,,
TE,Luke Stocker,2500,Postponed,0.562,TB,TE,,,,,
TE,Chris Pantale,2500,Postponed,0,MIA,TE,,,,,
TE,MarQueis Gray,2500,Postponed,1.847,MIA,TE,,,,,
TE,Tevin Westbrook,2500,Postponed,0,TB,TE,,,,,
TE,Alan Cross,2500,Postponed,1.129,TB,TE,,,,,
TE,Thomas Duarte,2500,Postponed,0,MIA,TE,,,,,
TE,Antony Auclair,2500,Postponed,0,TB,TE,,,,,
DST,Raiders ,2500,OAK@TEN 01:00PM ET,5.647,OAK,DST,,,,,
TE,Lee Smith,2500,OAK@TEN 01:00PM ET,2.225,OAK,TE,,,,,
TE,Beau Brinkley,2500,OAK@TEN 01:00PM ET,0,TEN,TE,,,,,
TE,Gabe Holmes,2500,OAK@TEN 01:00PM ET,0,OAK,TE,,,,,
TE,Jerome Cunningham,2500,OAK@TEN 01:00PM ET,0,TEN,TE,,,,,
TE,Cooper Helfet,2500,OAK@TEN 01:00PM ET,0,OAK,TE,,,,,
TE,Clive Walford,2500,OAK@TEN 01:00PM ET,5.656,OAK,TE,,,,,
TE,Jace Amaro,2500,OAK@TEN 01:00PM ET,2.225,TEN,TE,,,,,
TE,Tim Semisch,2500,OAK@TEN 01:00PM ET,0,TEN,TE,,,,,
TE,Phillip Supernaw,2500,OAK@TEN 01:00PM ET,0.68,TEN,TE,,,,,
TE,Ryan O'Malley,2500,OAK@TEN 01:00PM ET,0,OAK,TE,,,,,
TE,Pharaoh Brown,2500,OAK@TEN 01:00PM ET,0,OAK,TE,,,,,
TE,Jonnu Smith,2500,OAK@TEN 01:00PM ET,0,TEN,TE,,,,,
TE,Brent Celek,2500,PHI@WAS 01:00PM ET,1.844,PHI,TE,,,,,
TE,Niles Paul,2500,PHI@WAS 01:00PM ET,0.588,WAS,TE,,,,,
TE,Trey Burton,2500,PHI@WAS 01:00PM ET,5.047,PHI,TE,,,,,
TE,Manasseh Garner,2500,PHI@WAS 01:00PM ET,0,WAS,TE,,,,,
TE,Anthony Denham,2500,PHI@WAS 01:00PM ET,0,PHI,TE,,,,,
TE,Jeremy Sprinkle,2500,PHI@WAS 01:00PM ET,0,WAS,TE,,,,,
TE,E.J. Bibbs,2500,PHI@WAS 01:00PM ET,0,WAS,TE,,,,,
TE,Adam Zaruba,2500,PHI@WAS 01:00PM ET,0,PHI,TE,,,,,
TE,Billy Brown,2500,PHI@WAS 01:00PM ET,0,PHI,TE,,,,,
TE,Cory Harkey,2500,IND@LAR 04:05PM ET,0,LAR,TE,,,,,
TE,Brandon Williams,2500,IND@LAR 04:05PM ET,0.311,IND,TE,,,,,
TE,Temarrick Hemingway,2500,IND@LAR 04:05PM ET,0,LAR,TE,,,,,
TE,Henry Krieger-Coble,2500,IND@LAR 04:05PM ET,1.15,IND,TE,,,,,
TE,Travis Wilson,2500,IND@LAR 04:05PM ET,0,LAR,TE,,,,,
TE,Derek Carrier,2500,IND@LAR 04:05PM ET,0.375,LAR,TE,,,,,
TE,Johnny Mundt,2500,IND@LAR 04:05PM ET,0,LAR,TE,,,,,
TE,Darrell Daniels,2500,IND@LAR 04:05PM ET,0,IND,TE,,,,,
TE,Gerald Everett,2500,IND@LAR 04:05PM ET,0,LAR,TE,,,,,
TE,Steven Wroblewski,2500,IND@LAR 04:05PM ET,0,IND,TE,,,,,
DST,Packers ,2500,SEA@GB 04:25PM ET,5.737,GB,DST,,,,,
TE,Lance Kendricks,2500,SEA@GB 04:25PM ET,6.931,GB,TE,,,,,
TE,Luke Willson,2500,SEA@GB 04:25PM ET,3.177,SEA,TE,,,,,
TE,Tyler Ott,2500,SEA@GB 04:25PM ET,0,SEA,TE,,,,,
TE,Marcus Lucas,2500,SEA@GB 04:25PM ET,0,SEA,TE,,,,,
TE,Nick Vannett,2500,SEA@GB 04:25PM ET,0.689,SEA,TE,,,,,
TE,Stevie Donatell,2500,SEA@GB 04:25PM ET,0,SEA,TE,,,,,
TE,Aaron Peck,2500,SEA@GB 04:25PM ET,0,GB,TE,,,,,
TE,Tyrone Swoopes,2500,SEA@GB 04:25PM ET,0,SEA,TE,,,,,
TE,Beau Sandland,2500,SEA@GB 04:25PM ET,0,GB,TE,,,,,
TE,Emanuel Byrd,2500,SEA@GB 04:25PM ET,0,GB,TE,,,,,
TE,Ed Dickson,2500,CAR@SF 04:25PM ET,1.838,CAR,TE,,,,,
TE,Logan Paulsen,2500,CAR@SF 04:25PM ET,0.281,SF,TE,,,,,
TE,Kyle Nelson,2500,CAR@SF 04:25PM ET,0,SF,TE,,,,,
TE,Eric Wallace,2500,CAR@SF 04:25PM ET,0,CAR,TE,,,,,
TE,Chris Manhertz,2500,CAR@SF 04:25PM ET,0.286,CAR,TE,,,,,
TE,Scott Simonson,2500,CAR@SF 04:25PM ET,0,CAR,TE,,,,,
TE,Bryce Williams,2500,CAR@SF 04:25PM ET,0,CAR,TE,,,,,
TE,Cole Hikutini,2500,CAR@SF 04:25PM ET,0,SF,TE,,,,,
TE,George Kittle,2500,CAR@SF 04:25PM ET,0,SF,TE,,,,,
TE,Rhett Ellison,2500,NYG@DAL 08:30PM ET,1.387,NYG,TE,,,,,
TE,James Hanna,2500,NYG@DAL 08:30PM ET,0,DAL,TE,,,,,
TE,Connor Hamlett,2500,NYG@DAL 08:30PM ET,2.9,DAL,TE,,,,,
TE,Matt LaCosse,2500,NYG@DAL 08:30PM ET,0,NYG,TE,,,,,
TE,Jerell Adams,2500,NYG@DAL 08:30PM ET,2.631,NYG,TE,,,,,
TE,Colin Thompson,2500,NYG@DAL 08:30PM ET,0,NYG,TE,,,,,
TE,Rico Gathers,2500,NYG@DAL 08:30PM ET,0,DAL,TE,,,,,
TE,Blake Jarwin,2500,NYG@DAL 08:30PM ET,0,DAL,TE,,,,,
TE,Geoff Swaim,2500,NYG@DAL 08:30PM ET,1.433,DAL,TE,,,,,
TE,M.J. McFarland,2500,NYG@DAL 08:30PM ET,0,DAL,TE,,,,,
TE,Kyle Carter,2500,NO@MIN 07:10PM ET,0,MIN,TE,,,,,
TE,David Morgan,2500,NO@MIN 07:10PM ET,0.117,MIN,TE,,,,,
TE,Josiah Price,2500,NO@MIN 07:10PM ET,0,MIN,TE,,,,,
TE,Bucky Hodges,2500,NO@MIN 07:10PM ET,0,MIN,TE,,,,,
TE,Nick Truesdell,2500,NO@MIN 07:10PM ET,0,MIN,TE,,,,,
TE,Kevin McDermott,2500,NO@MIN 07:10PM ET,0,MIN,TE,,,,,
TE,John Phillips,2500,NO@MIN 07:10PM ET,1.45,NO,TE,,,,,
TE,Michael Hoomanawanui,2500,NO@MIN 07:10PM ET,0,NO,TE,,,,,
TE,Josh Hill,2500,NO@MIN 07:10PM ET,3.989,NO,TE,,,,,
TE,Garrett Griffin,2500,NO@MIN 07:10PM ET,0,NO,TE,,,,,
TE,Braedon Bowman,2500,NO@MIN 07:10PM ET,0,NO,TE,,,,,
TE,Blake Bell,2500,NO@MIN 07:10PM ET,0.962,MIN,TE,,,,,
TE,Steven Scheu,2500,LAC@DEN 10:20PM ET,0,DEN,TE,,,,,
TE,Austin Traylor,2500,LAC@DEN 10:20PM ET,0,DEN,TE,,,,,
TE,Jeff Heuerman,2500,LAC@DEN 10:20PM ET,1.925,DEN,TE,,,,,
TE,Mike Estes,2500,LAC@DEN 10:20PM ET,0,LAC,TE,,,,,
TE,Sean Culkin,2500,LAC@DEN 10:20PM ET,0,LAC,TE,,,,,
TE,Matt Weiser,2500,LAC@DEN 10:20PM ET,0,LAC,TE,,,,,
TE,Sean McGrath,2500,LAC@DEN 10:20PM ET,0.281,LAC,TE,,,,,
TE,Jeff Cumberland,2500,LAC@DEN 10:20PM ET,0,LAC,TE,,,,,
DST,Jets ,2400,NYJ@BUF 01:00PM ET,3.75,NYJ,DST,,,,,
DST,Saints ,2400,NO@MIN 07:10PM ET,3.438,NO,DST,,,,,
DST,Chiefs ,2300,KC@NE 08:30PM ET,10,KC,DST,,,,,
DST,Bears ,2200,ATL@CHI 01:00PM ET,5.313,CHI,DST,,,,,
DST,49ers ,2100,CAR@SF 04:25PM ET,4.063,SF,DST,,,,,
DST,Browns ,2000,PIT@CLE 01:00PM ET,3.125,CLE,DST,,,,,
