player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
Russell Wilson,QB,20.87,0.97,18.92,22.81,20.84,20.99
Russell Wilson,QB,20.87,0.97,18.92,22.81,20.84,20.99
Cam Newton,QB,19.19,1.02,17.14,21.23,19.16,19.46
Cam Newton,QB,19.19,1.02,17.14,21.23,19.16,19.46
Kirk Cousins,QB,18.29,0.94,16.4,20.17,18.26,17.7
Kirk Cousins,QB,18.29,0.94,16.4,20.17,18.26,17.7
Jameis Winston,QB,18.14,1.25,15.63,20.65,18.1,17.98
Jameis Winston,QB,18.14,1.25,15.63,20.65,18.1,17.98
Carson Palmer,QB,18.07,2.06,13.94,22.2,17.97,17.54
Carson Palmer,QB,18.07,2.06,13.94,22.2,17.97,17.54
Alex Smith,QB,17.47,1.24,14.98,19.96,17.43,17.07
Alex Smith,QB,17.47,1.24,14.98,19.96,17.43,17.07
Matthew Stafford,QB,17.42,1.36,14.69,20.14,17.37,17.18
Matthew Stafford,QB,17.42,1.36,14.69,20.14,17.37,17.18
Philip Rivers,QB,17.28,0.8,15.68,18.88,17.26,16.9
Philip Rivers,QB,17.28,0.8,15.68,18.88,17.26,16.9
Blake Bortles,QB,16.75,1.15,14.44,19.06,16.71,16.24
Blake Bortles,QB,16.75,1.15,14.44,19.06,16.71,16.24
Eli Manning,QB,16.42,0.68,15.05,17.78,16.4,16.42
Eli Manning,QB,16.42,0.68,15.05,17.78,16.4,16.42
Dak Prescott,QB,15.99,1.54,12.9,19.08,15.92,15.89
Dak Prescott,QB,15.99,1.54,12.9,19.08,15.92,15.89
Joe Flacco,QB,15.66,0.99,13.69,17.64,15.63,16.01
Joe Flacco,QB,15.66,0.99,13.69,17.64,15.63,16.01
Derek Carr,QB,15.46,6.92,1.61,29.31,18.55,18.44
Derek Carr,QB,15.46,6.92,1.61,29.31,18.55,18.44
Andy Dalton,QB,15.35,2.11,11.13,19.57,15.2,15.33
Andy Dalton,QB,15.35,2.11,11.13,19.57,15.2,15.33
Jay Cutler,QB,15.12,1.13,12.87,17.37,15.08,14.75
Jay Cutler,QB,15.12,1.13,12.87,17.37,15.08,14.75
Sam Bradford,QB,14.86,1.26,12.34,17.38,14.81,14.86
Sam Bradford,QB,14.86,1.26,12.34,17.38,14.81,14.86
Ben Roethlisberger,QB,14.77,6.64,1.5,28.04,17.71,17.51
Ben Roethlisberger,QB,14.77,6.64,1.5,28.04,17.71,17.51
Trevor Siemian,QB,14.74,1.35,12.05,17.44,14.68,14.5
Trevor Siemian,QB,14.74,1.35,12.05,17.44,14.68,14.5
Carson Wentz,QB,14.27,0.98,12.3,16.24,14.24,13.86
Carson Wentz,QB,14.27,0.98,12.3,16.24,14.24,13.86
Josh McCown,QB,14.23,0.61,13.0,15.45,14.21,14.01
Josh McCown,QB,14.23,0.61,13.0,15.45,14.21,14.01
Marcus Mariota,QB,14.16,6.36,1.44,26.88,16.98,16.84
Marcus Mariota,QB,14.16,6.36,1.44,26.88,16.98,16.84
Tyrod Taylor,QB,13.87,6.35,1.17,26.56,16.58,16.31
Tyrod Taylor,QB,13.87,6.35,1.17,26.56,16.58,16.31
DeShone Kizer,QB,13.42,1.65,10.13,16.71,13.31,13.55
DeShone Kizer,QB,13.42,1.65,10.13,16.71,13.31,13.55
Jared Goff,QB,13.28,2.4,8.49,18.07,13.05,14.12
Jared Goff,QB,13.28,2.4,8.49,18.07,13.05,14.12
Mike Glennon,QB,13.06,1.1,10.87,15.25,13.01,12.77
Mike Glennon,QB,13.06,1.1,10.87,15.25,13.01,12.77
Brian Hoyer,QB,12.75,1.94,8.87,16.62,12.61,12.53
Brian Hoyer,QB,12.75,1.94,8.87,16.62,12.61,12.53
Deshaun Watson,QB,10.21,4.61,0.99,19.43,8.09,11.91
Deshaun Watson,QB,10.21,4.61,0.99,19.43,8.09,11.91
Jacoby Brissett,QB,8.68,5.29,-1.91,19.26,4.59,10.3
Scott Tolzien,QB,5.92,6.2,-6.47,18.32,1.7,3.81
Scott Tolzien,QB,5.92,6.2,-6.47,18.32,1.7,3.81
Tom Savage,QB,5.02,5.54,-6.06,16.11,2.07,1.09
Cody Kessler,QB,3.71,6.31,-8.91,16.34,2.21,0.34
Matt Moore,QB,3.59,5.7,-7.8,14.98,0.56,0.15
Landry Jones,QB,3.25,5.7,-8.16,14.65,0.53,0.43
Matt Cassel,QB,3.08,5.0,-6.92,13.08,0.57,0.32
Brock Osweiler,QB,1.16,1.48,-1.8,4.13,0.49,0.42
Ryan Fitzpatrick,QB,0.94,1.07,-1.19,3.07,0.48,0.44
AJ McCarron,QB,0.67,0.97,-1.27,2.61,0.35,0.22
Case Keenum,QB,0.64,0.66,-0.69,1.97,0.37,0.35
Nick Foles,QB,0.62,0.71,-0.81,2.04,0.32,0.27
Bryce Petty,QB,0.59,1.07,-1.54,2.72,0.21,0.02
Chad Henne,QB,0.59,0.62,-0.66,1.83,0.89,0.48
Geno Smith,QB,0.37,0.26,-0.14,0.89,0.21,0.38
E.J. Manuel,QB,0.34,0.24,-0.14,0.83,0.51,0.49
Austin Davis,QB,0.29,0.18,-0.08,0.65,0.21,0.29
Mitchell Trubisky,QB,0.28,0.1,0.08,0.48,0.26,0.21
Patrick Mahomes,QB,0.28,0.32,-0.37,0.92,0.1,0.17
Cardale Jones,QB,0.23,0.32,-0.4,0.86,0.11,0.08
Cooper Rush,QB,0.22,0.21,-0.19,0.63,0.06,0.21
Colt McCoy,QB,0.19,0.21,-0.23,0.61,0.12,0.17
C.J. Beathard,QB,0.18,0.24,-0.29,0.66,0.04,0.02
Nathan Peterman,QB,0.17,0.18,-0.19,0.54,0.13,0.12
Derek Anderson,QB,0.17,0.21,-0.26,0.59,0.12,0.1
Matt Schaub,QB,0.16,0.18,-0.2,0.52,0.11,0.1
Kellen Moore,QB,0.16,0.17,-0.18,0.49,0.3,0.12
Chase Daniel,QB,0.15,0.22,-0.28,0.58,0.07,0.05
Sean Mannion,QB,0.15,0.25,-0.34,0.64,0.07,0.0
Kellen Clemens,QB,0.14,0.18,-0.23,0.51,0.1,0.02
Brett Hundley,QB,0.13,0.15,-0.17,0.44,0.07,0.09
Ryan Mallett,QB,0.13,0.19,-0.25,0.51,0.13,0.02
Jake Rudock,QB,0.12,0.19,-0.26,0.5,0.04,0.02
Jimmy Garoppolo,QB,0.12,0.19,-0.26,0.5,0.11,0.02
Blaine Gabbert,QB,0.11,0.08,-0.06,0.28,0.13,0.11
Drew Stanton,QB,0.08,0.11,-0.14,0.29,0.0,0.0
Kevin Hogan,QB,0.04,0.06,-0.08,0.17,0.04,0.02
T.J. Yates,QB,0.02,0.0,0.02,0.02,0.02,0.02
Connor Cook,QB,0.01,0.01,-0.01,0.03,0.02,0.01
Mark Sanchez,QB,0.01,0.01,-0.0,0.02,0.01,0.01
Christian Hackenberg,QB,0.0,0.0,-0.0,0.01,0.0,0.0
Brad Kaaya,QB,0.0,0.0,0.0,0.0,,0.0
Joshua Dobbs,QB,0.0,0.0,0.0,0.0,,0.0
Ryan Griffin,QB,0.0,0.0,0.0,0.0,,0.0
Connor Shaw,QB,0.0,0.0,0.0,0.0,,0.0
Taylor Heinicke,QB,0.0,0.0,0.0,0.0,,0.0
Jeff Driskel,QB,0.0,0.0,0.0,0.0,,0.0
Brandon Allen,QB,0.0,0.0,0.0,0.0,,0.0
Davis Webb,QB,0.0,0.0,0.0,0.0,,0.0
Ezekiel Elliott,RB,18.67,3.29,12.09,25.24,18.39,17.92
Devonta Freeman,RB,17.04,1.54,13.95,20.13,16.97,17.12
LeSean McCoy,RB,16.72,0.77,15.17,18.27,16.7,16.7
Melvin Gordon,RB,16.72,1.79,13.13,20.31,16.62,17.16
LeVeon Bell,RB,16.62,7.9,0.82,32.41,19.69,20.42
Todd Gurley,RB,15.61,2.52,10.58,20.65,15.37,16.64
Kareem Hunt,RB,15.37,2.31,10.76,19.99,15.21,15.09
Jordan Howard,RB,14.54,1.08,12.39,16.69,14.5,14.31
Marshawn Lynch,RB,13.81,1.87,10.07,17.55,13.69,13.69
DeMarco Murray,RB,13.65,2.18,9.29,18.01,13.48,13.56
Leonard Fournette,RB,13.52,1.03,11.47,15.57,13.48,13.98
Ty Montgomery,RB,13.43,1.75,9.93,16.94,13.32,13.43
Jay Ajayi,RB,13.39,0.81,11.76,15.01,13.36,13.26
Terrance West,RB,12.51,1.01,10.5,14.52,12.47,12.34
Mark Ingram,RB,12.43,1.78,8.87,15.99,12.32,11.85
Christian McCaffrey,RB,12.37,2.44,7.48,17.26,12.09,13.07
Dalvin Cook,RB,12.1,1.96,8.19,16.01,11.93,12.74
Isaiah Crowell,RB,11.81,0.66,10.5,13.12,11.79,11.78
Frank Gore,RB,11.5,2.68,6.14,16.85,11.19,10.75
Jacquizz Rodgers,RB,11.37,1.75,7.87,14.87,11.22,11.65
Mike Gillislee,RB,11.09,1.32,8.46,13.72,11.02,10.35
Tevin Coleman,RB,10.77,1.28,8.21,13.33,10.69,10.84
Rob Kelley,RB,10.72,1.49,7.73,13.71,10.62,10.87
Bilal Powell,RB,10.62,4.92,0.79,20.45,12.68,12.18
C.J. Anderson,RB,10.51,4.87,0.78,20.25,12.54,11.68
Paul Perkins,RB,10.21,0.69,8.83,11.59,10.19,10.17
Lamar Miller,RB,10.19,4.72,0.74,19.64,12.15,12.13
Carlos Hyde,RB,10.0,4.68,0.64,19.36,11.91,11.22
LeGarrette Blount,RB,9.72,1.64,6.45,12.99,9.58,9.2
Darren Sproles,RB,9.49,2.24,5.01,13.97,9.19,9.65
Thomas Rawls,RB,9.46,4.62,0.22,18.71,8.54,8.25
James White,RB,9.46,1.37,6.73,12.19,9.35,10.1
Duke Johnson,RB,9.34,1.34,6.65,12.02,9.24,9.23
Kerwynn Williams,RB,8.77,4.97,-1.17,18.71,10.01,8.9
Tarik Cohen,RB,8.41,3.56,1.29,15.54,7.49,11.03
Chris Thompson,RB,8.25,1.76,4.74,11.77,8.05,8.58
Jonathan Stewart,RB,8.19,3.75,0.69,15.68,9.79,9.28
Ameer Abdullah,RB,7.96,3.81,0.33,15.58,9.42,9.3
Joe Mixon,RB,7.84,3.76,0.32,15.36,6.57,10.3
Theo Riddick,RB,7.77,3.72,0.32,15.22,9.2,9.2
Charles Sims,RB,7.76,4.02,-0.27,15.79,9.03,9.25
Matt Forte,RB,7.36,3.85,-0.34,15.06,8.52,8.49
Adrian Peterson,RB,7.31,2.25,2.82,11.8,6.98,7.15
Shane Vereen,RB,6.86,3.19,0.48,13.24,8.18,7.98
Giovani Bernard,RB,6.69,3.32,0.05,13.33,7.86,7.6
Jamaal Charles,RB,6.55,1.82,2.91,10.19,6.3,6.67
Jerick McKinnon,RB,6.37,4.35,-2.33,15.07,5.16,5.01
Javorius Allen,RB,6.36,3.32,-0.28,12.99,4.44,7.02
Derrick Henry,RB,6.2,0.94,4.33,8.08,6.12,6.24
Alvin Kamara,RB,5.82,1.77,2.29,9.36,5.5,6.86
Andre Ellington,RB,5.8,3.17,-0.54,12.13,4.92,5.15
Latavius Murray,RB,5.72,1.55,2.62,8.81,5.52,5.25
Chris Ivory,RB,5.61,4.1,-2.59,13.82,4.53,3.65
Jeremy Hill,RB,5.51,3.48,-1.45,12.46,6.04,5.89
Robert Turbin,RB,5.32,1.15,3.01,7.62,5.2,4.72
Alfred Blue,RB,5.23,4.81,-4.4,14.85,3.66,3.58
Jalen Richard,RB,5.12,0.69,3.75,6.49,5.07,5.18
Charcandrick West,RB,5.05,1.21,2.62,7.48,4.91,4.89
Eddie Lacy,RB,5.04,2.04,0.96,9.12,4.39,5.63
C.J. Prosise,RB,4.94,2.79,-0.63,10.51,5.61,5.42
Damien Williams,RB,4.8,1.19,2.41,7.19,4.66,4.48
Branden Oliver,RB,4.78,1.39,2.0,7.56,4.59,4.15
Rex Burkhead,RB,4.5,1.25,2.0,7.01,4.32,4.66
DeAndre Washington,RB,4.48,2.06,0.35,8.61,2.64,5.07
Dion Lewis,RB,4.47,1.99,0.48,8.46,4.02,4.15
Zach Zenner,RB,4.21,3.77,-3.33,11.76,2.66,2.16
Jamaal Williams,RB,4.19,1.92,0.35,8.03,3.64,4.87
Mike Tolbert,RB,4.07,1.64,0.79,7.34,3.58,4.36
Matt Breida,RB,4.03,0.41,3.21,4.86,4.01,3.8
T.J. Yeldon,RB,3.85,2.05,-0.25,7.95,4.48,3.89
Marlon Mack,RB,3.72,0.85,2.02,5.42,3.63,3.22
Cameron Artis-Payne,RB,3.53,3.5,-3.48,10.53,3.22,1.68
Kyle Juszczyk,RB,3.3,1.64,0.01,6.58,2.91,2.96
Chris Carson,RB,3.28,2.28,-1.27,7.83,3.5,4.3
Malcolm Brown,RB,3.02,0.76,1.49,4.54,2.91,2.86
Darren McFadden,RB,3.02,1.89,-0.76,6.79,1.37,2.56
Wendell Smallwood,RB,2.99,1.47,0.06,5.92,3.52,3.35
Dwayne Washington,RB,2.79,1.52,-0.25,5.82,2.46,2.42
James Conner,RB,2.76,0.94,0.89,4.63,2.54,3.2
Chris Johnson,RB,2.69,2.69,-2.69,8.06,5.37,2.69
Orleans Darkwa,RB,2.61,1.64,-0.67,5.88,2.84,2.88
Alfred Morris,RB,2.51,0.82,0.87,4.14,2.35,2.81
Samaje Perine,RB,2.37,0.98,0.41,4.33,2.17,2.02
Kenyan Drake,RB,2.29,0.85,0.59,3.98,2.05,2.4
Tyler Ervin,RB,2.24,1.21,-0.18,4.67,1.85,2.01
Peyton Barber,RB,1.94,1.6,-1.26,5.14,1.42,1.27
Elijah McGuire,RB,1.87,1.23,-0.59,4.33,1.36,1.5
Fozzy Whittaker,RB,1.87,1.13,-0.4,4.13,1.53,1.53
Cedric Peerman,RB,1.67,2.36,-3.05,6.39,5.01,0.0
Elijhaa Penny,RB,1.65,1.62,-1.6,4.89,2.51,1.63
Corey Grant,RB,1.57,1.5,-1.43,4.57,1.02,0.68
Aaron Ripkowski,RB,1.55,0.97,-0.39,3.49,1.01,1.49
DOnta Foreman,RB,1.45,0.55,0.36,2.54,1.35,1.15
DeAngelo Henderson,RB,1.22,0.54,0.14,2.31,1.06,1.29
Austin Ekeler,RB,1.18,0.88,-0.58,2.94,0.92,0.66
Jamize Olawale,RB,1.17,0.52,0.13,2.21,1.07,1.02
Terron Ward,RB,1.06,0.66,-0.25,2.38,0.65,1.17
Justin Davis,RB,1.04,1.04,-1.04,3.13,0.7,0.48
Joe Banyard,RB,0.99,0.72,-0.44,2.42,1.12,0.79
Matthew Dayes,RB,0.95,0.58,-0.2,2.11,0.74,1.04
Aaron Jones,RB,0.9,0.48,-0.07,1.87,0.77,0.78
C.J. Spiller,RB,0.82,0.24,0.35,1.3,0.79,0.86
Benny Cunningham,RB,0.81,0.52,-0.23,1.85,0.67,0.53
Raheem Mostert,RB,0.62,0.38,-0.14,1.37,0.74,0.73
Patrick DiMarco,RB,0.52,0.11,0.3,0.74,0.51,0.57
Terrell Watson,RB,0.51,0.63,-0.75,1.78,0.44,0.23
Andy Janovich,RB,0.49,0.28,-0.06,1.05,0.56,0.51
Wayne Gallman,RB,0.46,0.58,-0.7,1.63,0.38,0.2
Jalston Fowler,RB,0.4,0.35,-0.3,1.1,0.26,0.28
Matt Jones,RB,0.39,0.39,-0.39,1.17,0.78,0.39
Taiwan Jones,RB,0.38,0.11,0.15,0.61,0.36,0.39
Anthony Sherman,RB,0.37,0.28,-0.19,0.93,0.24,0.34
Derek Watt,RB,0.37,0.08,0.22,0.52,0.36,0.39
Tre Madden,RB,0.36,0.62,-0.89,1.61,1.44,0.0
Devante Mays,RB,0.25,0.21,-0.16,0.66,0.41,0.38
James Develin,RB,0.24,0.14,-0.04,0.53,0.13,0.29
Brian Hill,RB,0.23,0.16,-0.09,0.55,0.28,0.24
Derrick Coleman,RB,0.22,0.22,-0.22,0.68,0.45,0.22
David Fluellen,RB,0.22,0.16,-0.1,0.55,0.33,0.29
Mack Brown,RB,0.2,0.18,-0.16,0.57,0.33,0.21
Roosevelt Nix,RB,0.2,0.05,0.09,0.3,0.19,0.2
Rod Smith,RB,0.2,0.25,-0.3,0.7,0.34,0.09
Tommy Bohanon,RB,0.17,0.17,-0.17,0.51,0.34,0.17
Daniel Lasco,RB,0.16,0.16,-0.16,0.5,0.33,0.16
Jay Prosch,RB,0.15,0.08,-0.0,0.3,0.13,0.14
Keith Smith,RB,0.15,0.09,-0.04,0.33,0.19,0.16
Senorise Perry,RB,0.14,0.2,-0.26,0.55,0.43,0.0
C.J. Ham,RB,0.06,0.11,-0.16,0.29,0.26,0.0
Mike James,RB,0.0,0.0,0.0,0.0,,0.0
Tyler Gaffney,RB,0.0,0.0,0.0,0.0,,0.0
Bishop Sankey,RB,0.0,0.0,0.0,0.0,,0.0
Keith Marshall,RB,0.0,0.0,0.0,0.0,,0.0
Joe Kerridge,RB,0.0,0.0,0.0,0.0,,0.0
Joe Williams,RB,0.0,0.0,0.0,0.0,,0.0
Taquan Mizzell,RB,0.0,0.0,0.0,0.0,,0.0
Travis Kelce,TE,12.56,1.5,9.55,15.57,12.46,12.87
Jordan Reed,TE,12.53,1.69,9.15,15.91,12.4,12.78
Rob Gronkowski,TE,12.4,6.53,-0.65,25.45,14.38,13.82
Greg Olsen,TE,11.57,1.86,7.86,15.28,11.39,12.11
Zach Ertz,TE,10.5,1.61,7.29,13.72,10.37,10.86
Jimmy Graham,TE,10.41,2.09,6.23,14.58,10.17,11.2
Kyle Rudolph,TE,10.27,1.37,7.54,13.0,10.18,10.5
Delanie Walker,TE,10.24,1.83,6.58,13.89,10.06,10.06
Coby Fleener,TE,9.29,2.09,5.12,13.46,8.97,10.16
Eric Ebron,TE,9.25,1.85,5.55,12.94,9.05,9.41
Martellus Bennett,TE,9.02,2.23,4.56,13.48,8.67,10.36
Charles Clay,TE,8.73,1.16,6.41,11.04,8.64,9.25
Jared Cook,TE,8.55,1.31,5.93,11.17,8.46,7.67
Hunter Henry,TE,8.21,2.33,3.54,12.88,7.74,8.75
Jason Witten,TE,8.12,1.18,5.77,10.48,8.03,8.54
Jack Doyle,TE,7.98,1.27,5.45,10.51,7.86,8.24
Tyler Eifert,TE,7.37,3.45,0.46,14.28,8.76,8.96
Jesse James,TE,7.26,1.63,4.0,10.52,7.07,7.36
Antonio Gates,TE,7.17,0.9,5.37,8.97,7.11,7.17
Julius Thomas,TE,6.89,1.68,3.53,10.25,6.67,7.47
Evan Engram,TE,6.86,2.2,2.47,11.26,6.36,8.3
Cameron Brate,TE,6.79,3.21,0.37,13.21,8.07,7.99
Austin Hooper,TE,6.67,3.61,-0.55,13.89,7.58,8.57
Jermaine Gresham,TE,6.46,1.37,3.72,9.19,6.3,6.96
C.J. Fiedorowicz,TE,6.24,3.03,0.17,12.3,7.36,7.42
David Njoku,TE,5.91,2.07,1.77,10.05,5.52,6.27
George Kittle,TE,5.39,1.52,2.36,8.43,5.16,5.36
O.J. Howard,TE,5.01,2.11,0.8,9.23,4.4,6.44
Vernon Davis,TE,4.83,1.6,1.62,8.03,4.5,5.02
Tyler Higbee,TE,4.76,1.17,2.43,7.1,4.61,5.01
Will Tye,TE,4.62,0.85,2.93,6.32,4.55,4.31
Zach Miller,TE,4.57,2.26,0.05,9.08,5.37,5.27
Dion Sims,TE,4.48,0.91,2.65,6.3,4.38,4.4
Ryan Griffin,TE,4.46,2.15,0.16,8.75,5.28,4.78
Benjamin Watson,TE,4.35,2.63,-0.92,9.62,4.93,4.42
Marcedes Lewis,TE,4.28,2.03,0.22,8.33,5.07,5.08
Virgil Green,TE,4.18,0.87,2.44,5.93,4.08,4.47
Vance McDonald,TE,4.07,1.64,0.8,7.35,3.73,3.9
A.J. Derby,TE,3.82,1.57,0.68,6.96,3.53,3.44
Garrett Celek,TE,3.77,3.06,-2.35,9.89,2.77,2.56
Seth DeValve,TE,3.67,0.65,2.37,4.97,3.62,3.56
Nick Boyle,TE,3.43,2.07,-0.7,7.57,1.77,3.61
Levine Toilolo,TE,3.2,2.2,-1.21,7.61,2.66,2.4
Trey Burton,TE,3.18,0.81,1.56,4.8,3.08,3.08
Clive Walford,TE,3.17,1.73,-0.29,6.63,2.76,2.51
Dwayne Allen,TE,3.11,0.77,1.58,4.64,3.01,3.42
Ben Koyack,TE,3.01,2.63,-2.25,8.27,2.16,1.67
Adam Shaheen,TE,3.0,1.28,0.44,5.56,2.68,3.19
Demetrius Harris,TE,2.96,1.21,0.54,5.39,2.74,2.79
Daniel Brown,TE,2.9,1.99,-1.08,6.88,3.67,3.06
Lance Kendricks,TE,2.84,1.17,0.51,5.18,2.64,2.43
Josh Hill,TE,2.83,1.52,-0.22,5.88,3.26,3.14
Gerald Everett,TE,2.77,0.5,1.76,3.78,2.73,2.59
Austin Seferian-Jenkins,TE,2.52,2.45,-2.38,7.42,3.89,2.67
Luke Willson,TE,2.47,0.52,1.44,3.5,2.41,2.61
MarQueis Gray,TE,2.35,1.33,-0.3,5.0,1.84,2.47
Ed Dickson,TE,2.19,1.06,0.08,4.3,1.96,1.84
Jonnu Smith,TE,2.16,1.41,-0.66,4.98,1.62,1.95
Maxx Williams,TE,2.14,1.25,-0.37,4.65,2.38,2.52
Anthony Fasano,TE,2.02,0.93,0.16,3.88,1.77,2.18
Xavier Grimble,TE,1.88,2.49,-3.09,6.86,1.0,0.66
Jerell Adams,TE,1.59,0.98,-0.37,3.56,1.38,1.27
C.J. Uzomah,TE,1.47,0.5,0.47,2.48,1.4,1.22
Tyler Kroft,TE,1.47,1.49,-1.51,4.44,0.98,0.76
Randall Telfer,TE,1.46,1.63,-1.8,4.72,0.54,0.86
Brent Celek,TE,1.36,1.04,-0.71,3.43,0.73,1.19
Jeff Heuerman,TE,1.23,0.74,-0.25,2.71,0.67,1.15
Nick OLeary,TE,1.16,0.65,-0.14,2.47,1.01,1.03
Darrell Daniels,TE,1.12,1.0,-0.88,3.12,0.75,0.41
Luke Stocker,TE,1.1,0.86,-0.61,2.81,0.88,0.62
Rhett Ellison,TE,1.04,0.35,0.34,1.74,0.98,1.07
Stephen Anderson,TE,1.01,1.3,-1.58,3.6,0.74,0.53
Troy Niklas,TE,1.0,0.72,-0.43,2.44,1.15,0.98
Darren Fells,TE,0.98,0.06,0.86,1.11,0.98,0.98
Jordan Leggett,TE,0.98,0.45,0.07,1.89,0.88,0.88
Eric Tomlinson,TE,0.97,1.34,-1.71,3.65,0.98,0.25
Lee Smith,TE,0.82,0.72,-0.62,2.26,0.87,0.62
Jacob Hollister,TE,0.7,0.09,0.53,0.88,0.7,0.64
Phillip Supernaw,TE,0.6,0.77,-0.94,2.14,0.45,0.27
Geoff Swaim,TE,0.6,0.34,-0.09,1.29,0.73,0.64
Blake Bell,TE,0.56,0.12,0.32,0.79,0.54,0.54
Michael Roberts,TE,0.53,0.05,0.43,0.64,0.53,0.57
Ifeanyi Momah,TE,0.52,0.32,-0.12,1.15,0.61,0.48
David Morgan,TE,0.51,0.34,-0.16,1.19,0.32,0.49
Brandon Williams,TE,0.5,0.22,0.05,0.94,0.44,0.47
Nick Vannett,TE,0.48,0.23,0.01,0.94,0.3,0.57
Eric Saubert,TE,0.45,0.21,0.04,0.86,0.39,0.47
Derek Carrier,TE,0.43,0.08,0.27,0.58,0.42,0.44
Jeremy Sprinkle,TE,0.39,0.28,-0.16,0.95,0.59,0.59
Logan Thomas,TE,0.38,0.0,0.38,0.38,0.38,0.38
Ryan Hewitt,TE,0.36,0.0,0.36,0.37,0.36,0.36
Khari Lee,TE,0.35,0.0,0.35,0.35,0.35,0.35
Ross Travis,TE,0.35,0.23,-0.11,0.81,0.44,0.4
Niles Paul,TE,0.34,0.21,-0.09,0.77,0.4,0.4
Logan Paulsen,TE,0.3,0.06,0.19,0.42,0.3,0.3
Sean McGrath,TE,0.28,0.15,-0.03,0.58,0.21,0.29
Chris Manhertz,TE,0.21,0.21,-0.21,0.63,0.42,0.2
Alan Cross,TE,0.13,0.18,-0.23,0.48,0.38,0.0
Chris Gragg,TE,0.0,0.0,0.0,0.0,,0.0
Matt Lengel,TE,0.0,0.0,0.0,0.0,,0.0
Julio Jones,WR,20.57,4.12,12.33,28.81,20.12,21.06
Antonio Brown,WR,16.67,8.87,-1.06,34.41,19.19,19.23
Jordy Nelson,WR,16.24,2.14,11.96,20.52,16.07,17.07
Michael Thomas,WR,15.85,2.61,10.63,21.07,15.6,17.01
Odell Beckham,WR,15.71,2.88,9.96,21.46,15.39,16.5
Mike Evans,WR,15.7,2.36,10.98,20.42,15.49,16.42
Brandin Cooks,WR,15.0,2.85,9.3,20.7,14.68,16.09
Doug Baldwin,WR,15.0,2.86,9.28,20.73,14.69,15.0
Larry Fitzgerald,WR,14.04,2.95,8.13,19.95,13.63,14.88
T.Y. Hilton,WR,13.71,2.14,9.44,17.98,13.54,13.64
Demaryius Thomas,WR,13.31,2.26,8.79,17.83,13.08,13.97
Keenan Allen,WR,13.27,2.57,8.14,18.41,13.0,13.76
Jarvis Landry,WR,13.18,1.81,9.55,16.8,13.03,13.62
DeAndre Hopkins,WR,13.04,1.89,9.25,16.82,12.87,13.61
Michael Crabtree,WR,13.01,2.3,8.41,17.62,12.76,13.87
