player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
Bears,DST,4.75,0.43,3.9,5.6,4.73,4.8
Drew Brees,QB,22.6,1.87,18.86,26.33,22.52,23.02
Tom Brady,QB,21.81,3.18,15.45,28.18,21.59,20.37
Aaron Rodgers,QB,21.76,1.29,19.18,24.35,21.72,22.16
Matt Ryan,QB,21.34,2.34,16.67,26.02,21.22,20.38
Russell Wilson,QB,20.48,0.67,19.14,21.83,20.47,20.57
Dak Prescott,QB,18.69,1.27,16.15,21.24,18.65,18.49
Carson Palmer,QB,17.89,1.41,15.07,20.71,17.84,17.91
Alex Smith,QB,17.55,1.26,15.02,20.07,17.5,17.47
Kirk Cousins,QB,17.34,0.67,16.0,18.68,17.32,17.54
Philip Rivers,QB,17.11,1.07,14.97,19.25,17.07,17.09
Matthew Stafford,QB,17.06,0.54,15.97,18.15,17.05,16.92
Blake Bortles,QB,16.85,1.88,13.08,20.61,16.74,17.33
Jameis Winston,QB,16.49,0.73,15.03,17.94,16.47,16.25
Jay Cutler,QB,16.43,1.43,13.58,19.29,16.37,16.91
Carson Wentz,QB,16.37,1.5,13.38,19.36,16.3,16.97
Cam Newton,QB,16.28,1.02,14.24,18.31,16.24,16.73
Trevor Siemian,QB,16.11,1.64,12.84,19.39,16.03,16.45
Andy Dalton,QB,15.78,1.93,11.92,19.64,15.65,16.48
Eli Manning,QB,15.76,0.63,14.51,17.02,15.75,15.9
Tyrod Taylor,QB,14.97,6.22,2.54,27.41,17.43,17.22
Deshaun Watson,QB,14.72,1.19,12.34,17.11,14.67,14.44
Marcus Mariota,QB,14.59,5.98,2.62,26.55,17.01,17.0
DeShone Kizer,QB,14.4,1.52,11.35,17.44,14.31,14.96
Case Keenum,QB,14.17,2.91,8.35,19.98,13.84,14.97
Jared Goff,QB,14.11,2.35,9.41,18.81,13.91,13.95
Joe Flacco,QB,13.81,1.14,11.53,16.1,13.76,14.03
Ben Roethlisberger,QB,13.65,5.74,2.18,25.13,15.86,16.12
Mike Glennon,QB,13.24,1.37,10.51,15.98,13.18,12.83
Josh McCown,QB,13.22,1.21,10.8,15.64,13.16,13.65
Brian Hoyer,QB,13.15,1.11,10.92,15.38,13.1,13.33
Jacoby Brissett,QB,12.99,1.61,9.77,16.21,12.88,13.29
Derek Carr,QB,12.7,5.45,1.79,23.61,14.69,15.15
Cody Kessler,QB,3.13,5.94,-8.75,15.01,6.43,0.0
Matt Moore,QB,3.04,5.33,-7.63,13.7,0.79,0.37
Tom Savage,QB,2.83,5.16,-7.49,13.14,0.61,0.4
Matt Cassel,QB,2.54,4.72,-6.9,11.98,0.5,0.16
Landry Jones,QB,2.52,5.42,-8.32,13.36,0.24,0.1
Ryan Fitzpatrick,QB,0.64,0.83,-1.02,2.3,0.42,0.23
Bryce Petty,QB,0.55,0.91,-1.27,2.36,0.33,0.13
Nick Foles,QB,0.51,0.71,-0.91,1.93,0.33,0.27
AJ McCarron,QB,0.4,0.69,-0.97,1.78,0.28,0.13
Ryan Mallett,QB,0.32,0.41,-0.51,1.15,0.23,0.12
Patrick Mahomes,QB,0.22,0.26,-0.3,0.74,0.09,0.12
Kevin Hogan,QB,0.21,0.37,-0.52,0.95,0.11,0.03
Scott Tolzien,QB,0.2,0.32,-0.43,0.84,0.12,0.03
Austin Davis,QB,0.2,0.16,-0.12,0.52,0.19,0.23
E.J. Manuel,QB,0.18,0.21,-0.23,0.59,0.33,0.11
Mitchell Trubisky,QB,0.17,0.16,-0.14,0.48,0.18,0.14
Kellen Moore,QB,0.16,0.2,-0.25,0.57,0.39,0.0
Sean Mannion,QB,0.14,0.25,-0.37,0.65,0.09,0.0
Brett Hundley,QB,0.13,0.2,-0.27,0.54,0.07,0.04
Cardale Jones,QB,0.13,0.26,-0.39,0.66,0.04,0.01
C.J. Beathard,QB,0.13,0.21,-0.29,0.55,0.04,0.02
Geno Smith,QB,0.12,0.11,-0.1,0.34,0.11,0.09
Derek Anderson,QB,0.11,0.1,-0.1,0.32,0.13,0.1
Jimmy Garoppolo,QB,0.11,0.18,-0.24,0.46,0.11,0.01
Drew Stanton,QB,0.1,0.2,-0.29,0.5,0.34,0.0
Nathan Peterman,QB,0.1,0.14,-0.17,0.37,0.1,0.02
Matt Schaub,QB,0.09,0.13,-0.16,0.35,0.09,0.02
Jake Rudock,QB,0.08,0.15,-0.22,0.39,0.04,0.0
Colt McCoy,QB,0.07,0.1,-0.12,0.26,0.07,0.01
Chase Daniel,QB,0.07,0.07,-0.07,0.2,0.05,0.05
Blaine Gabbert,QB,0.06,0.06,-0.07,0.18,0.11,0.04
Kellen Clemens,QB,0.05,0.08,-0.11,0.21,0.18,0.0
Chad Henne,QB,0.04,0.12,-0.2,0.29,0.05,0.0
Brock Osweiler,QB,0.04,0.04,-0.05,0.13,0.07,0.02
Cooper Rush,QB,0.01,0.01,-0.01,0.03,0.01,0.0
Connor Cook,QB,0.01,0.01,-0.01,0.02,0.02,0.0
Mark Sanchez,QB,0.0,0.01,-0.01,0.02,0.01,0.0
Christian Hackenberg,QB,0.0,0.0,0.0,0.0,,0.0
Joshua Dobbs,QB,0.0,0.0,0.0,0.0,,0.0
Davis Webb,QB,0.0,0.0,0.0,0.0,,0.0
Connor Shaw,QB,0.0,0.0,0.0,0.0,,0.0
Ryan Griffin,QB,0.0,0.0,0.0,0.0,,0.0
Jeff Driskel,QB,0.0,0.0,0.0,0.0,,0.0
Taylor Heinicke,QB,0.0,0.0,0.0,0.0,,0.0
Brad Kaaya,QB,0.0,0.0,0.0,0.0,,0.0
Brandon Allen,QB,0.0,0.0,0.0,0.0,,0.0
Ryan Nassib,QB,0.0,0.0,0.0,0.0,,0.0
Kyle Sloter,QB,0.0,0.0,0.0,0.0,,0.0
Ezekiel Elliott,RB,20.36,3.66,13.04,27.67,20.0,20.95
Kareem Hunt,RB,19.04,0.78,17.47,20.6,19.02,19.1
LeSean McCoy,RB,17.74,1.19,15.35,20.12,17.7,17.54
Devonta Freeman,RB,17.29,1.57,14.15,20.43,17.22,17.62
Todd Gurley,RB,16.45,0.93,14.58,18.31,16.42,16.85
LeVeon Bell,RB,16.16,6.88,2.4,29.92,18.72,19.52
Dalvin Cook,RB,15.69,1.2,13.29,18.09,15.65,16.14
Leonard Fournette,RB,14.87,1.85,11.16,18.58,14.75,14.72
Ty Montgomery,RB,14.71,2.76,9.19,20.24,14.44,15.19
Melvin Gordon,RB,14.59,2.16,10.27,18.91,14.4,15.49
Jordan Howard,RB,14.35,1.3,11.75,16.95,14.29,13.71
Jay Ajayi,RB,13.75,2.63,8.48,19.01,13.45,14.88
Christian McCaffrey,RB,13.55,2.16,9.22,17.87,13.36,14.12
DeMarco Murray,RB,13.27,2.39,8.49,18.05,13.06,12.7
Joe Mixon,RB,12.96,1.59,9.78,16.13,12.86,12.8
Mark Ingram,RB,12.34,1.31,9.72,14.97,12.27,12.7
Tarik Cohen,RB,12.04,1.33,9.39,14.7,11.96,12.61
Carlos Hyde,RB,11.6,4.89,1.82,21.38,13.47,13.1
C.J. Anderson,RB,11.42,5.25,0.92,21.92,13.64,13.64
Chris Carson,RB,11.4,3.36,4.68,18.12,10.76,13.1
Isaiah Crowell,RB,11.27,1.21,8.86,13.69,11.2,11.83
Mike Gillislee,RB,11.12,1.44,8.24,14.0,11.03,10.59
Jacquizz Rodgers,RB,11.06,1.53,8.0,14.12,10.96,10.46
Frank Gore,RB,10.94,2.36,6.22,15.66,10.72,9.84
Tevin Coleman,RB,10.68,1.62,7.45,13.91,10.55,11.12
Chris Thompson,RB,10.56,2.26,6.04,15.09,10.3,10.6
Marshawn Lynch,RB,10.41,1.9,6.61,14.2,10.22,11.22
Lamar Miller,RB,10.29,4.29,1.71,18.88,11.97,12.0
Duke Johnson,RB,10.13,1.38,7.37,12.9,10.03,10.25
Rob Kelley,RB,9.73,1.7,6.33,13.13,9.6,9.17
James White,RB,9.7,1.58,6.53,12.86,9.58,9.3
Bilal Powell,RB,9.54,4.18,1.18,17.89,11.0,11.54
Terrance West,RB,9.39,1.64,6.11,12.68,9.25,10.18
LeGarrette Blount,RB,9.0,1.54,5.93,12.07,8.89,8.47
Javorius Allen,RB,8.75,4.08,0.58,16.92,6.22,8.49
Ameer Abdullah,RB,8.75,3.77,1.21,16.29,10.13,9.49
Alvin Kamara,RB,8.47,2.28,3.9,13.03,8.09,8.75
Theo Riddick,RB,8.33,3.95,0.42,16.23,9.46,8.93
Jerick McKinnon,RB,7.51,3.41,0.69,14.34,6.93,6.51
Jamaal Charles,RB,7.49,1.2,5.1,9.88,7.41,6.82
Chris Johnson,RB,7.49,3.43,0.62,14.35,8.56,8.18
Paul Perkins,RB,7.41,0.9,5.6,9.22,7.36,7.34
Andre Ellington,RB,7.33,3.19,0.95,13.71,6.49,8.42
Jonathan Stewart,RB,7.31,3.12,1.07,13.54,8.47,8.34
Chris Ivory,RB,6.94,3.36,0.21,13.67,6.22,6.55
Derrick Henry,RB,6.83,1.28,4.27,9.4,6.7,6.82
Wendell Smallwood,RB,6.59,3.05,0.49,12.69,7.54,6.66
Thomas Rawls,RB,6.44,5.39,-4.35,17.23,5.01,3.94
Shane Vereen,RB,6.43,2.87,0.69,12.17,7.4,6.74
Giovani Bernard,RB,6.36,3.09,0.19,12.53,7.17,8.23
Adrian Peterson,RB,6.2,1.29,3.61,8.78,6.04,6.23
DOnta Foreman,RB,5.7,1.07,3.56,7.84,5.6,5.62
Jalen Richard,RB,5.36,1.27,2.82,7.9,5.23,4.92
Robert Turbin,RB,5.33,1.12,3.09,7.58,5.21,5.28
Branden Oliver,RB,5.28,2.07,1.14,9.42,4.99,4.61
Charles Sims,RB,5.24,2.35,0.55,9.94,6.03,5.69
Charcandrick West,RB,5.11,1.49,2.13,8.1,4.84,5.19
Rex Burkhead,RB,5.09,1.18,2.74,7.44,4.95,5.35
DeAndre Washington,RB,5.08,2.41,0.26,9.9,3.12,6.03
Mike Tolbert,RB,4.92,1.13,2.66,7.17,4.76,5.09
Jeremy Hill,RB,4.84,2.69,-0.55,10.22,5.35,4.54
Elijah McGuire,RB,4.7,2.31,0.09,9.31,4.02,4.06
Devontae Booker,RB,4.67,4.57,-4.47,13.81,3.21,1.98
Matt Breida,RB,4.61,0.89,2.84,6.39,4.53,4.36
Dion Lewis,RB,4.56,2.27,0.02,9.09,4.02,3.42
Kerwynn Williams,RB,4.35,2.86,-1.37,10.06,4.55,4.1
Zach Zenner,RB,4.27,3.22,-2.16,10.71,3.25,3.35
Marlon Mack,RB,3.9,1.21,1.47,6.33,3.68,4.35
Corey Clement,RB,3.86,1.58,0.7,7.02,3.59,3.38
Orleans Darkwa,RB,3.84,2.45,-1.05,8.74,4.0,2.74
Alfred Blue,RB,3.66,4.98,-6.3,13.62,2.73,2.16
Alex Collins,RB,3.63,0.78,2.07,5.18,3.55,3.56
Damien Williams,RB,3.57,1.55,0.47,6.66,2.97,3.81
Matt Forte,RB,3.36,3.58,-3.8,10.51,4.37,1.41
Jamaal Williams,RB,3.31,1.31,0.69,5.94,3.02,3.44
Samaje Perine,RB,3.18,1.4,0.39,5.98,2.85,3.06
Cameron Artis-Payne,RB,3.14,3.17,-3.2,9.47,2.86,2.03
Kenyan Drake,RB,2.74,1.48,-0.23,5.7,2.28,2.87
Alfred Morris,RB,2.65,0.46,1.72,3.57,2.6,2.59
Latavius Murray,RB,2.57,1.91,-1.24,6.39,1.87,1.8
Dwayne Washington,RB,2.47,1.69,-0.91,5.85,2.56,2.44
Malcolm Brown,RB,2.42,1.34,-0.25,5.1,2.62,2.88
Benny Cunningham,RB,2.41,1.02,0.36,4.45,2.17,2.31
Tyler Ervin,RB,2.35,2.33,-2.32,7.02,1.66,1.72
Kyle Juszczyk,RB,2.11,1.7,-1.28,5.51,3.03,2.4
Peyton Barber,RB,2.1,1.44,-0.78,4.97,1.64,1.87
Corey Grant,RB,2.1,1.2,-0.3,4.49,1.7,1.76
James Conner,RB,1.98,0.6,0.78,3.19,1.86,2.12
Fozzy Whittaker,RB,1.64,1.39,-1.13,4.42,1.07,0.7
T.J. Yeldon,RB,1.36,1.73,-2.11,4.82,1.52,0.97
Travaris Cadet,RB,1.33,1.51,-1.69,4.35,1.36,0.54
Eddie Lacy,RB,1.32,1.09,-0.86,3.51,0.78,1.04
Cedric Peerman,RB,1.25,2.17,-3.09,5.59,5.01,0.0
Matthew Dayes,RB,1.2,0.94,-0.68,3.08,0.94,0.92
DeAngelo Henderson,RB,1.14,1.44,-1.74,4.02,0.93,0.48
Aaron Ripkowski,RB,1.02,0.87,-0.72,2.75,0.8,0.94
Austin Ekeler,RB,0.97,0.38,0.21,1.73,0.87,1.08
Wayne Gallman,RB,0.96,1.28,-1.6,3.52,0.58,0.18
Raheem Mostert,RB,0.9,0.87,-0.83,2.64,0.82,0.66
Terron Ward,RB,0.87,0.51,-0.15,1.89,0.53,1.16
Jamize Olawale,RB,0.77,0.56,-0.35,1.89,0.78,0.6
Akeem Hunt,RB,0.77,0.52,-0.27,1.81,0.62,0.57
Brian Hill,RB,0.72,0.79,-0.85,2.29,0.71,0.42
Matt Jones,RB,0.72,0.43,-0.14,1.58,0.86,0.83
Aaron Jones,RB,0.7,0.44,-0.18,1.58,0.57,0.41
Elijhaa Penny,RB,0.59,0.86,-1.14,2.32,1.28,0.0
Patrick DiMarco,RB,0.55,0.43,-0.3,1.41,0.58,0.49
D.J. Foster,RB,0.5,0.34,-0.18,1.18,0.63,0.57
Justin Davis,RB,0.43,0.42,-0.4,1.26,0.41,0.34
Terrell Watson,RB,0.38,0.54,-0.71,1.46,0.37,0.22
Darren McFadden,RB,0.33,0.39,-0.45,1.1,0.27,0.03
Mack Brown,RB,0.32,0.26,-0.2,0.84,0.53,0.51
Tre Madden,RB,0.3,0.4,-0.5,1.09,0.69,0.0
Andy Janovich,RB,0.3,0.24,-0.18,0.77,0.42,0.34
Joe Banyard,RB,0.29,0.27,-0.25,0.83,0.45,0.25
Rod Smith,RB,0.28,0.25,-0.22,0.79,0.49,0.39
Jalston Fowler,RB,0.28,0.33,-0.38,0.94,0.33,0.2
Anthony Sherman,RB,0.25,0.16,-0.07,0.58,0.23,0.3
Tommy Bohanon,RB,0.25,0.25,-0.25,0.74,0.49,0.24
C.J. Ham,RB,0.2,0.23,-0.26,0.67,0.38,0.11
David Fluellen,RB,0.2,0.17,-0.13,0.54,0.34,0.31
Taiwan Jones,RB,0.19,0.12,-0.06,0.44,0.22,0.22
Roosevelt Nix,RB,0.18,0.13,-0.07,0.44,0.21,0.19
James Develin,RB,0.18,0.14,-0.1,0.46,0.13,0.22
Jay Prosch,RB,0.17,0.15,-0.13,0.47,0.16,0.11
C.J. Spiller,RB,0.16,0.22,-0.29,0.6,0.47,0.0
Derek Watt,RB,0.15,0.15,-0.14,0.45,0.23,0.11
Devante Mays,RB,0.15,0.18,-0.22,0.51,0.36,0.0
John Kuhn,RB,0.12,0.17,-0.22,0.45,0.36,0.0
Keith Smith,RB,0.11,0.1,-0.09,0.31,0.18,0.14
Kenjon Barner,RB,0.1,0.15,-0.19,0.4,0.31,0.0
Derrick Coleman,RB,0.1,0.14,-0.18,0.37,0.29,0.0
Senorise Perry,RB,0.09,0.16,-0.23,0.41,0.37,0.0
Mike James,RB,0.0,0.0,0.0,0.0,,0.0
Tyler Gaffney,RB,0.0,0.0,0.0,0.0,,0.0
Bishop Sankey,RB,0.0,0.0,0.0,0.0,,0.0
Keith Marshall,RB,0.0,0.0,0.0,0.0,,0.0
Joe Kerridge,RB,0.0,0.0,0.0,0.0,,0.0
Brandon Wilds,RB,0.0,0.0,0.0,0.0,,0.0
Joe Williams,RB,0.0,0.0,0.0,0.0,,0.0
Alexander Armah,RB,0.0,0.0,0.0,0.0,,0.0
Taquan Mizzell,RB,0.0,0.0,0.0,0.0,,0.0
Jerome Felton,RB,0.0,0.0,0.0,0.0,,0.0
Travis Kelce,TE,12.82,2.62,7.59,18.05,12.56,13.11
Rob Gronkowski,TE,12.47,5.64,1.19,23.74,14.27,15.19
Zach Ertz,TE,12.43,2.34,7.76,17.11,12.19,13.18
Jordan Reed,TE,12.27,2.53,7.21,17.33,11.97,12.64
Jimmy Graham,TE,10.69,2.58,5.52,15.85,10.3,11.51
Delanie Walker,TE,10.3,1.87,6.56,14.04,10.11,10.26
Kyle Rudolph,TE,9.85,1.38,7.08,12.62,9.75,10.06
Jason Witten,TE,9.74,1.66,6.42,13.06,9.59,9.95
Charles Clay,TE,9.31,1.81,5.69,12.93,9.1,9.71
Eric Ebron,TE,9.22,2.02,5.18,13.26,8.97,9.43
Jared Cook,TE,8.9,0.84,7.22,10.57,8.86,8.61
Martellus Bennett,TE,8.85,2.73,3.38,14.31,8.38,8.9
Evan Engram,TE,8.66,1.69,5.28,12.04,8.46,9.36
Coby Fleener,TE,8.54,1.89,4.76,12.31,8.28,8.61
Jack Doyle,TE,8.41,1.48,5.44,11.38,8.25,8.75
Jesse James,TE,7.71,1.63,4.44,10.98,7.51,8.17
Antonio Gates,TE,7.51,1.27,4.96,10.05,7.4,7.25
Hunter Henry,TE,7.42,1.74,3.94,10.89,7.17,7.87
Ryan Griffin,TE,7.22,1.31,4.61,9.84,7.11,7.14
Benjamin Watson,TE,6.91,2.95,1.01,12.8,8.0,7.87
Julius Thomas,TE,6.78,1.43,3.92,9.65,6.59,7.57
Cameron Brate,TE,6.7,3.08,0.53,12.86,7.65,7.81
Zach Miller,TE,6.65,3.01,0.63,12.68,7.62,7.83
Jermaine Gresham,TE,6.58,1.3,3.98,9.18,6.42,7.12
David Njoku,TE,6.53,2.0,2.54,10.53,6.26,5.92
Austin Hooper,TE,6.14,3.25,-0.37,12.64,7.07,7.46
Austin Seferian-Jenkins,TE,5.98,2.99,-0.01,11.97,6.69,7.74
George Kittle,TE,5.81,1.33,3.14,8.47,5.61,6.27
Ed Dickson,TE,5.36,2.48,0.39,10.32,4.56,6.26
Marcedes Lewis,TE,5.28,2.3,0.68,9.87,6.09,6.36
Seth DeValve,TE,5.01,0.61,3.8,6.22,4.97,5.1
Tyler Kroft,TE,4.81,2.3,0.2,9.41,4.13,4.4
Garrett Celek,TE,4.74,2.33,0.08,9.4,4.26,4.47
Vernon Davis,TE,4.58,1.23,2.12,7.03,4.43,4.08
Virgil Green,TE,4.5,1.02,2.45,6.54,4.37,4.76
Luke Willson,TE,4.39,1.64,1.1,7.67,4.03,4.44
Tyler Higbee,TE,4.38,1.49,1.4,7.35,4.16,3.77
Gerald Everett,TE,4.35,1.67,1.02,7.68,3.97,4.46
A.J. Derby,TE,4.12,1.49,1.15,7.09,3.82,4.16
O.J. Howard,TE,4.01,1.46,1.09,6.92,3.71,4.28
Jonnu Smith,TE,3.84,1.27,1.3,6.38,3.66,3.48
Lance Kendricks,TE,3.65,1.51,0.64,6.67,3.35,3.53
Dion Sims,TE,3.52,0.89,1.74,5.3,3.38,3.5
Stephen Anderson,TE,3.33,1.64,0.04,6.61,2.44,3.61
Dwayne Allen,TE,3.2,1.74,-0.28,6.67,2.87,2.52
Clive Walford,TE,3.04,2.38,-1.71,7.79,2.08,2.16
Will Tye,TE,2.97,1.39,0.18,5.76,2.6,2.95
Jerell Adams,TE,2.84,1.7,-0.56,6.25,2.11,2.77
Trey Burton,TE,2.76,1.3,0.16,5.35,2.45,2.51
Vance McDonald,TE,2.71,1.72,-0.74,6.15,2.25,2.03
Maxx Williams,TE,2.58,1.6,-0.61,5.78,2.84,2.58
Josh Hill,TE,2.47,1.4,-0.33,5.27,2.82,2.79
Nick Boyle,TE,2.47,1.17,0.13,4.81,1.52,2.66
Demetrius Harris,TE,2.28,1.59,-0.9,5.45,2.47,2.04
Levine Toilolo,TE,2.25,2.72,-3.2,7.69,1.11,0.78
Ben Koyack,TE,2.18,2.7,-3.22,7.58,1.69,1.0
C.J. Uzomah,TE,2.15,1.68,-1.21,5.51,1.74,1.26
Jeff Heuerman,TE,1.93,1.3,-0.66,4.53,1.01,1.87
Adam Shaheen,TE,1.83,1.16,-0.49,4.15,1.51,1.3
Randall Telfer,TE,1.81,1.64,-1.46,5.08,0.87,1.32
Xavier Grimble,TE,1.52,2.4,-3.28,6.32,0.89,0.44
Daniel Brown,TE,1.51,2.0,-2.49,5.52,1.16,0.71
Rhett Ellison,TE,1.43,0.87,-0.31,3.17,1.22,0.99
Jordan Leggett,TE,1.4,0.77,-0.14,2.94,1.16,1.27
Nick OLeary,TE,1.33,0.75,-0.18,2.83,1.51,1.4
Darren Fells,TE,1.32,0.73,-0.15,2.79,1.17,1.09
Brent Celek,TE,1.32,0.83,-0.34,2.97,0.8,1.27
Anthony Fasano,TE,1.24,1.01,-0.78,3.25,0.96,0.83
MarQueis Gray,TE,1.04,1.26,-1.48,3.57,0.81,0.69
Troy Niklas,TE,1.02,0.84,-0.66,2.7,1.45,1.07
Luke Stocker,TE,0.93,0.9,-0.88,2.74,0.85,0.57
Brandon Williams,TE,0.74,0.73,-0.71,2.2,0.73,0.42
Michael Roberts,TE,0.72,0.34,0.03,1.41,0.65,0.55
Geoff Swaim,TE,0.65,0.74,-0.82,2.12,0.78,0.5
Jacob Hollister,TE,0.55,0.29,-0.04,1.14,0.68,0.58
Ifeanyi Momah,TE,0.55,0.44,-0.33,1.43,0.79,0.66
Derek Carrier,TE,0.54,0.37,-0.19,1.28,0.68,0.64
Lee Smith,TE,0.53,0.59,-0.65,1.72,0.65,0.44
Logan Paulsen,TE,0.5,0.47,-0.44,1.43,0.55,0.36
Darrell Daniels,TE,0.48,0.32,-0.15,1.11,0.61,0.56
Jeremy Sprinkle,TE,0.45,0.17,0.11,0.8,0.4,0.53
David Morgan,TE,0.43,0.29,-0.14,1.0,0.29,0.41
Blake Bell,TE,0.43,0.23,-0.04,0.9,0.52,0.46
Michael Hoomanawanui,TE,0.42,0.34,-0.27,1.1,0.69,0.65
Eric Saubert,TE,0.4,0.15,0.1,0.7,0.37,0.42
Alan Cross,TE,0.34,0.35,-0.36,1.04,0.66,0.27
Nick Vannett,TE,0.33,0.25,-0.16,0.83,0.26,0.38
Phillip Supernaw,TE,0.32,0.28,-0.24,0.89,0.44,0.33
Chris Manhertz,TE,0.3,0.32,-0.34,0.95,0.59,0.21
Neal Sterling,TE,0.28,0.39,-0.51,1.06,0.83,0.0
Niles Paul,TE,0.27,0.23,-0.19,0.72,0.43,0.33
Khari Lee,TE,0.24,0.17,-0.1,0.59,0.36,0.36
Sean McGrath,TE,0.24,0.15,-0.05,0.53,0.29,0.24
Ross Travis,TE,0.24,0.24,-0.25,0.72,0.33,0.13
Logan Thomas,TE,0.2,0.2,-0.2,0.58,0.39,0.2
Eric Tomlinson,TE,0.19,0.27,-0.35,0.72,0.41,0.0
Ryan Hewitt,TE,0.18,0.13,-0.08,0.45,0.27,0.25
Jim Dray,TE,0.14,0.2,-0.26,0.54,0.42,0.0
Chris Gragg,TE,0.0,0.0,0.0,0.0,,0.0
Matt Lengel,TE,0.0,0.0,0.0,0.0,,0.0
Jacob Tamme,TE,0.0,0.0,0.0,0.0,,0.0
Gary Barnidge,TE,0.0,0.0,0.0,0.0,,0.0
Julio Jones,WR,20.46,4.85,10.76,30.16,19.82,20.58
Odell Beckham,WR,17.25,4.55,8.15,26.35,16.56,17.36
Antonio Brown,WR,16.41,7.61,1.19,31.62,18.68,19.12
Mike Evans,WR,15.71,2.19,11.34,20.09,15.54,16.24
Jordy Nelson,WR,15.69,2.66,10.36,21.01,15.41,16.78
Michael Thomas,WR,15.26,2.57,10.12,20.41,15.02,15.99
A.J. Green,WR,15.21,7.27,0.67,29.75,17.2,19.28
Keenan Allen,WR,14.65,2.57,9.51,19.79,14.37,15.59
Jarvis Landry,WR,14.55,2.71,9.13,19.98,14.24,15.49
Larry Fitzgerald,WR,14.49,2.49,9.51,19.47,14.23,14.9
Demaryius Thomas,WR,14.45,2.81,8.83,20.07,14.14,14.92
Brandin Cooks,WR,14.38,2.67,9.04,19.72,14.12,14.2
Doug Baldwin,WR,14.1,2.09,9.92,18.27,13.92,14.43
Dez Bryant,WR,13.8,1.82,10.16,17.44,13.65,14.44
Tyreek Hill,WR,13.68,1.41,10.87,16.5,13.61,13.87
Alshon Jeffery,WR,13.6,2.41,8.78,18.43,13.34,14.18
Golden Tate,WR,13.59,2.17,9.25,17.93,13.38,14.8
T.Y. Hilton,WR,13.44,2.09,9.26,17.63,13.28,13.56
DeAndre Hopkins,WR,13.44,1.88,9.68,17.19,13.28,13.47
Emmanuel Sanders,WR,13.38,2.54,8.29,18.47,13.07,14.48
DeVante Parker,WR,12.79,2.8,7.19,18.4,12.44,12.82
Davante Adams,WR,12.49,1.82,8.84,16.14,12.35,12.73
Stefon Diggs,WR,12.19,5.22,1.75,22.63,14.1,14.29
Sammy Watkins,WR,11.84,1.27,9.3,14.37,11.76,12.16
Pierre Garcon,WR,11.74,1.36,9.03,14.46,11.66,11.84
Michael Crabtree,WR,11.63,1.7,8.24,15.03,11.5,12.38
Adam Thielen,WR,11.48,1.68,8.12,14.84,11.36,11.47
Chris Hogan,WR,11.23,1.6,8.02,14.43,11.09,11.78
Amari Cooper,WR,11.21,2.17,6.87,15.55,10.96,11.49
Marqise Lee,WR,11.18,2.09,7.0,15.36,10.95,11.64
Terrelle Pryor,WR,10.91,1.93,7.05,14.76,10.72,11.64
Rishard Matthews,WR,10.86,1.87,7.12,14.59,10.69,10.23
DeSean Jackson,WR,10.81,1.92,6.97,14.65,10.65,10.62
Tyrell Williams,WR,10.66,2.07,6.53,14.79,10.44,11.0
Willie Snead,WR,10.49,2.18,6.13,14.86,10.27,10.46
Sterling Shepard,WR,10.47,1.66,7.15,13.79,10.31,11.29
Mohamed Sanu,WR,10.28,1.51,7.25,13.31,10.15,10.9
