player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
Mike Glennon,QB,0.52,0.68,-0.84,1.88,0.33,0.25
Nick Foles,QB,0.47,0.6,-0.72,1.66,0.33,0.23
Bryce Petty,QB,0.42,0.72,-1.01,1.85,0.29,0.14
Connor Cook,QB,0.35,0.53,-0.71,1.4,0.15,0.02
Scott Tolzien,QB,0.28,0.41,-0.54,1.09,0.15,0.03
Ryan Mallett,QB,0.26,0.42,-0.58,1.11,0.18,0.1
Sean Mannion,QB,0.2,0.41,-0.62,1.01,0.1,0.0
Geno Smith,QB,0.18,0.18,-0.18,0.53,0.13,0.14
AJ McCarron,QB,0.15,0.18,-0.21,0.51,0.18,0.05
Kellen Moore,QB,0.14,0.19,-0.24,0.52,0.33,0.0
Patrick Mahomes,QB,0.12,0.13,-0.14,0.38,0.06,0.1
Jake Rudock,QB,0.12,0.23,-0.33,0.57,0.04,0.0
Austin Davis,QB,0.11,0.09,-0.08,0.3,0.12,0.11
C.J. Beathard,QB,0.11,0.17,-0.23,0.45,0.04,0.02
Derek Anderson,QB,0.11,0.1,-0.1,0.32,0.12,0.09
Cardale Jones,QB,0.1,0.16,-0.22,0.43,0.03,0.01
Brett Hundley,QB,0.09,0.13,-0.17,0.36,0.06,0.04
Blaine Gabbert,QB,0.07,0.07,-0.07,0.22,0.11,0.05
Jimmy Garoppolo,QB,0.07,0.12,-0.16,0.31,0.09,0.01
Nathan Peterman,QB,0.07,0.11,-0.14,0.28,0.07,0.01
Drew Stanton,QB,0.05,0.09,-0.13,0.24,0.18,0.0
Kellen Clemens,QB,0.05,0.07,-0.09,0.2,0.14,0.0
Chad Henne,QB,0.04,0.11,-0.19,0.27,0.05,0.0
Cooper Rush,QB,0.0,0.0,-0.0,0.01,0.0,0.0
Mark Sanchez,QB,0.0,0.0,-0.0,0.0,0.0,0.0
Ryan Nassib,QB,0.0,0.0,0.0,0.0,,0.0
Brandon Weeden,QB,0.0,0.0,0.0,0.0,,0.0
Christian Hackenberg,QB,0.0,0.0,0.0,0.0,,0.0
Joshua Dobbs,QB,0.0,0.0,0.0,0.0,,0.0
Connor Shaw,QB,0.0,0.0,0.0,0.0,,0.0
Davis Webb,QB,0.0,0.0,0.0,0.0,,0.0
Ryan Griffin,QB,0.0,0.0,0.0,0.0,,0.0
Brandon Allen,QB,0.0,0.0,0.0,0.0,,0.0
Jeff Driskel,QB,0.0,0.0,0.0,0.0,,0.0
Taylor Heinicke,QB,0.0,0.0,0.0,0.0,,0.0
Kyle Sloter,QB,0.0,0.0,0.0,0.0,,0.0
Brad Kaaya,QB,-0.0,0.0,-0.01,0.01,,0.0
Ezekiel Elliott,RB,20.96,2.84,15.27,26.64,20.76,20.76
LeVeon Bell,RB,18.65,7.31,4.03,33.28,21.21,21.8
Kareem Hunt,RB,18.38,2.26,13.85,22.9,18.24,18.16
Todd Gurley,RB,17.7,1.94,13.82,21.58,17.6,17.83
LeSean McCoy,RB,16.26,1.91,12.44,20.09,16.15,15.18
Leonard Fournette,RB,15.21,1.98,11.25,19.17,15.08,15.06
Jordan Howard,RB,15.01,2.22,10.58,19.45,14.86,14.21
Melvin Gordon,RB,14.49,2.37,9.75,19.24,14.31,14.52
DeMarco Murray,RB,13.58,2.33,8.92,18.25,13.38,13.44
Carlos Hyde,RB,13.58,5.45,2.67,24.48,15.4,14.77
Jay Ajayi,RB,13.22,1.31,10.61,15.83,13.16,12.97
Christian McCaffrey,RB,13.11,2.7,7.7,18.51,12.81,13.5
Frank Gore,RB,12.38,2.4,7.57,17.19,12.16,11.76
Bilal Powell,RB,12.22,4.94,2.34,22.1,13.83,13.68
Lamar Miller,RB,11.98,4.71,2.56,21.4,13.62,13.4
Tarik Cohen,RB,11.85,2.86,6.12,17.58,11.45,11.7
Duke Johnson,RB,11.84,2.86,6.11,17.57,11.51,11.39
Joe Mixon,RB,11.71,1.47,8.77,14.65,11.61,11.8
Mike Gillislee,RB,11.1,1.13,8.84,13.36,11.04,11.3
Latavius Murray,RB,10.89,2.65,5.59,16.19,10.56,10.45
Ty Montgomery,RB,10.85,2.17,6.51,15.19,10.64,10.89
James White,RB,10.44,2.12,6.2,14.68,10.23,10.26
Marshawn Lynch,RB,10.36,1.93,6.49,14.22,10.2,10.06
Ameer Abdullah,RB,10.29,4.06,2.17,18.41,11.69,11.49
Isaiah Crowell,RB,10.19,1.69,6.82,13.56,10.03,10.56
LeGarrette Blount,RB,9.27,1.73,5.81,12.74,9.11,9.06
Jerick McKinnon,RB,8.66,3.2,2.27,15.05,8.11,8.51
Doug Martin,RB,8.61,3.77,1.07,16.15,9.55,10.27
Wendell Smallwood,RB,8.57,5.02,-1.47,18.6,9.01,8.34
Javorius Allen,RB,8.04,3.36,1.33,14.76,6.02,9.62
Theo Riddick,RB,7.96,3.71,0.54,15.38,8.74,9.84
Andre Ellington,RB,7.83,3.54,0.75,14.92,6.77,9.41
Thomas Rawls,RB,7.53,4.9,-2.27,17.33,6.41,5.64
Alex Collins,RB,7.49,1.85,3.79,11.18,7.18,8.08
Jonathan Stewart,RB,7.48,3.42,0.65,14.31,8.32,7.32
Derrick Henry,RB,7.16,1.22,4.72,9.6,7.04,7.38
Aaron Jones,RB,6.96,3.8,-0.63,14.56,5.62,8.5
Wayne Gallman,RB,6.92,2.14,2.63,11.21,6.6,6.1
Chris Ivory,RB,6.87,3.08,0.71,13.02,6.3,5.98
Elijah McGuire,RB,6.78,1.23,4.32,9.25,6.67,6.2
Giovani Bernard,RB,6.72,3.06,0.6,12.83,7.66,8.34
Terrance West,RB,6.41,2.47,1.47,11.35,6.02,5.3
Chris Johnson,RB,6.36,2.59,1.17,11.54,7.19,7.08
Jacquizz Rodgers,RB,5.88,3.5,-1.12,12.89,5.13,4.33
Paul Perkins,RB,5.84,1.8,2.24,9.44,5.58,5.38
DOnta Foreman,RB,5.79,0.87,4.04,7.53,5.72,5.51
Eddie Lacy,RB,5.71,2.36,1.0,10.42,5.25,5.1
Shane Vereen,RB,5.59,2.7,0.2,10.98,6.13,5.62
Matt Breida,RB,5.39,0.91,3.56,7.21,5.31,5.95
Robert Turbin,RB,5.23,1.08,3.07,7.4,5.12,5.4
Jalen Richard,RB,5.2,1.21,2.78,7.62,5.05,5.17
C.J. Prosise,RB,5.18,2.81,-0.45,10.81,5.67,6.18
Marlon Mack,RB,5.01,0.92,3.17,6.86,4.93,4.67
Dion Lewis,RB,4.89,2.36,0.16,9.61,4.34,3.81
Charles Sims,RB,4.83,2.58,-0.32,9.98,5.18,5.11
Mike Tolbert,RB,4.72,0.78,3.16,6.29,4.66,4.59
DeAndre Washington,RB,4.68,2.31,0.06,9.29,3.01,5.18
Branden Oliver,RB,4.43,0.79,2.86,6.0,4.37,4.0
Charcandrick West,RB,4.32,1.31,1.7,6.93,4.13,4.09
Matt Forte,RB,4.27,3.07,-1.87,10.4,6.37,5.9
Corey Clement,RB,4.13,1.22,1.69,6.58,3.93,4.34
Alfred Blue,RB,4.05,4.8,-5.55,13.65,2.68,2.29
Damien Williams,RB,3.84,0.95,1.94,5.74,3.72,3.62
Jeremy Hill,RB,3.47,1.98,-0.5,7.43,3.57,4.35
Cameron Artis-Payne,RB,2.99,3.13,-3.27,9.24,1.86,1.74
Zach Zenner,RB,2.97,3.73,-4.48,10.42,1.76,0.76
Dwayne Washington,RB,2.75,1.41,-0.07,5.57,2.47,2.36
Kyle Juszczyk,RB,2.74,1.58,-0.41,5.89,2.97,2.5
Orleans Darkwa,RB,2.67,2.01,-1.35,6.69,3.14,3.07
Kenyan Drake,RB,2.65,0.94,0.77,4.52,2.39,2.95
Benny Cunningham,RB,2.53,0.9,0.74,4.33,2.39,2.19
Alfred Morris,RB,2.46,0.75,0.96,3.96,2.31,2.52
James Conner,RB,2.43,1.22,-0.01,4.86,2.15,2.31
Fozzy Whittaker,RB,2.3,1.32,-0.34,4.93,1.78,2.44
Austin Ekeler,RB,2.27,0.85,0.56,3.97,2.09,2.29
Malcolm Brown,RB,2.26,0.87,0.52,4.0,2.05,2.65
Corey Grant,RB,2.24,0.99,0.26,4.21,2.06,2.19
Kerwynn Williams,RB,2.02,1.19,-0.36,4.4,2.68,2.48
Jamaal Williams,RB,2.0,1.5,-1.0,4.99,2.06,1.59
T.J. Yeldon,RB,1.77,2.18,-2.59,6.13,1.99,1.13
Aaron Ripkowski,RB,1.64,1.67,-1.7,4.98,1.27,1.37
Matthew Dayes,RB,1.47,0.99,-0.51,3.44,1.13,1.39
Peyton Barber,RB,1.29,1.7,-2.1,4.68,0.77,0.47
Jamize Olawale,RB,1.29,0.99,-0.7,3.27,1.24,1.13
Cedric Peerman,RB,1.25,2.17,-3.09,5.59,5.01,0.0
Travaris Cadet,RB,0.96,0.94,-0.93,2.85,1.03,0.66
Devante Mays,RB,0.87,1.11,-1.36,3.1,0.51,0.23
Akeem Hunt,RB,0.81,0.45,-0.1,1.71,0.69,0.6
D.J. Foster,RB,0.77,0.72,-0.67,2.22,0.83,0.58
Raheem Mostert,RB,0.69,0.65,-0.61,1.99,0.56,0.54
Tommy Bohanon,RB,0.62,0.64,-0.66,1.89,1.21,0.5
Justin Davis,RB,0.6,0.66,-0.72,1.92,0.55,0.32
Patrick DiMarco,RB,0.57,0.37,-0.17,1.31,0.62,0.6
Elijhaa Penny,RB,0.5,0.54,-0.59,1.58,0.94,0.3
Matt Jones,RB,0.49,0.29,-0.08,1.06,0.65,0.61
Kenjon Barner,RB,0.41,0.6,-0.79,1.61,0.61,0.14
Darren McFadden,RB,0.38,0.46,-0.53,1.3,0.3,0.03
Terrell Watson,RB,0.31,0.39,-0.47,1.1,0.35,0.2
Jalston Fowler,RB,0.29,0.34,-0.39,0.96,0.19,0.13
Tre Madden,RB,0.24,0.31,-0.38,0.86,0.58,0.0
Joe Banyard,RB,0.23,0.26,-0.3,0.76,0.42,0.14
Rod Smith,RB,0.23,0.24,-0.25,0.7,0.44,0.16
Anthony Sherman,RB,0.23,0.14,-0.05,0.5,0.21,0.29
James Develin,RB,0.22,0.16,-0.1,0.55,0.16,0.28
Roosevelt Nix,RB,0.22,0.15,-0.08,0.52,0.25,0.19
Taiwan Jones,RB,0.22,0.19,-0.16,0.59,0.25,0.18
C.J. Ham,RB,0.2,0.23,-0.26,0.66,0.37,0.14
David Fluellen,RB,0.19,0.18,-0.16,0.55,0.22,0.19
Derek Watt,RB,0.19,0.12,-0.05,0.43,0.22,0.21
Jay Prosch,RB,0.17,0.14,-0.11,0.44,0.16,0.12
C.J. Spiller,RB,0.15,0.22,-0.28,0.59,0.46,0.0
Keith Smith,RB,0.1,0.12,-0.14,0.34,0.19,0.06
Senorise Perry,RB,0.09,0.15,-0.22,0.39,0.35,0.0
Taquan Mizzell,RB,0.0,0.0,-0.01,0.01,0.01,0.0
Mike James,RB,0.0,0.0,0.0,0.0,,0.0
Tyler Gaffney,RB,0.0,0.0,0.0,0.0,,0.0
Bishop Sankey,RB,0.0,0.0,0.0,0.0,,0.0
Joe Kerridge,RB,0.0,0.0,0.0,0.0,,0.0
Brandon Wilds,RB,0.0,0.0,0.0,0.0,,0.0
Joe Williams,RB,0.0,0.0,0.0,0.0,,0.0
Alexander Armah,RB,0.0,0.0,0.0,0.0,,0.0
Jerome Felton,RB,0.0,0.0,0.0,0.0,,0.0
Rob Gronkowski,TE,13.44,6.08,1.29,25.6,14.88,16.1
Zach Ertz,TE,13.27,3.13,7.0,19.54,12.89,13.2
Travis Kelce,TE,13.02,1.74,9.54,16.5,12.89,13.06
Delanie Walker,TE,12.15,2.81,6.54,17.77,11.79,12.07
Jimmy Graham,TE,10.73,3.18,4.38,17.09,10.24,10.34
Jason Witten,TE,10.43,2.96,4.52,16.35,10.04,9.71
Charles Clay,TE,10.43,2.92,4.58,16.28,10.09,9.77
Evan Engram,TE,10.02,2.4,5.21,14.83,9.71,9.71
Kyle Rudolph,TE,9.02,1.31,6.4,11.64,8.92,9.25
Martellus Bennett,TE,8.9,2.33,4.23,13.57,8.56,9.02
Eric Ebron,TE,8.65,2.04,4.56,12.74,8.4,8.4
Jack Doyle,TE,8.51,1.42,5.68,11.35,8.39,8.9
Jared Cook,TE,8.42,0.84,6.74,10.1,8.38,8.52
Cameron Brate,TE,7.63,3.26,1.11,14.16,8.57,8.68
Jesse James,TE,7.38,1.5,4.38,10.37,7.2,7.83
Tyler Kroft,TE,7.29,3.29,0.71,13.87,6.54,7.41
Hunter Henry,TE,6.92,1.65,3.63,10.21,6.72,6.72
Benjamin Watson,TE,6.91,2.94,1.02,12.79,7.76,8.01
Zach Miller,TE,6.78,2.95,0.88,12.67,7.57,7.68
Ryan Griffin,TE,6.73,0.91,4.91,8.54,6.66,7.18
Austin Seferian-Jenkins,TE,6.68,3.05,0.58,12.77,7.4,7.3
Antonio Gates,TE,6.46,1.75,2.97,9.96,6.22,6.46
Julius Thomas,TE,6.34,1.16,4.02,8.66,6.21,6.51
George Kittle,TE,5.91,1.46,2.98,8.83,5.69,6.55
Jermaine Gresham,TE,5.83,1.54,2.75,8.91,5.59,6.32
David Njoku,TE,5.44,2.03,1.39,9.49,5.06,4.86
Ed Dickson,TE,5.34,2.21,0.92,9.75,4.74,5.79
O.J. Howard,TE,5.07,1.78,1.51,8.63,4.76,5.37
Seth DeValve,TE,4.99,0.89,3.22,6.77,4.92,4.95
Marcedes Lewis,TE,4.59,1.93,0.73,8.46,5.17,5.16
Tyler Higbee,TE,4.4,1.6,1.19,7.61,4.1,4.26
Gerald Everett,TE,4.34,0.61,3.12,5.56,4.3,4.25
Garrett Celek,TE,4.19,2.71,-1.23,9.61,3.47,2.94
Jonnu Smith,TE,3.86,1.7,0.46,7.27,3.55,3.57
Luke Willson,TE,3.49,1.23,1.03,5.95,3.24,3.24
Dion Sims,TE,3.11,0.81,1.49,4.74,2.98,3.23
Lance Kendricks,TE,3.07,1.0,1.07,5.06,2.92,2.62
Dwayne Allen,TE,3.02,1.77,-0.53,6.56,2.62,2.57
Nick Boyle,TE,2.99,1.3,0.39,5.6,1.92,3.42
Stephen Anderson,TE,2.95,1.74,-0.54,6.43,2.08,3.16
Vance McDonald,TE,2.76,1.98,-1.19,6.72,2.31,1.84
Darren Fells,TE,2.63,0.99,0.65,4.61,2.46,2.5
Trey Burton,TE,2.62,1.05,0.53,4.72,2.42,2.54
Rhett Ellison,TE,2.3,0.76,0.78,3.83,2.18,2.03
Demetrius Harris,TE,2.18,1.34,-0.51,4.86,2.36,2.16
C.J. Uzomah,TE,2.08,0.95,0.18,3.97,1.83,2.15
Ben Koyack,TE,2.05,2.73,-3.41,7.51,1.48,0.88
Clive Walford,TE,1.77,2.07,-2.36,5.91,1.0,0.9
Adam Shaheen,TE,1.76,1.09,-0.42,3.95,1.45,1.4
Maxx Williams,TE,1.7,0.89,-0.08,3.47,1.88,2.03
Jerell Adams,TE,1.56,1.01,-0.46,3.59,1.27,1.36
Xavier Grimble,TE,1.52,2.4,-3.28,6.31,0.9,0.5
Daniel Brown,TE,1.45,2.03,-2.61,5.51,1.0,0.7
Nick OLeary,TE,1.43,0.75,-0.08,2.93,1.56,1.64
Randall Telfer,TE,1.39,1.31,-1.24,4.01,0.72,1.15
Brent Celek,TE,1.28,0.66,-0.03,2.59,0.85,1.26
Troy Niklas,TE,1.06,0.96,-0.86,2.98,1.24,0.92
Brandon Williams,TE,1.05,0.92,-0.78,2.88,1.09,0.73
MarQueis Gray,TE,1.0,1.27,-1.54,3.54,0.78,0.62
Luke Stocker,TE,0.86,0.91,-0.97,2.68,0.74,0.51
Michael Roberts,TE,0.85,0.39,0.07,1.63,0.77,0.68
Anthony Fasano,TE,0.73,0.23,0.28,1.18,0.69,0.8
Jordan Leggett,TE,0.66,0.44,-0.22,1.54,0.76,0.72
Lee Smith,TE,0.62,0.59,-0.55,1.8,0.84,0.58
Geoff Swaim,TE,0.58,0.67,-0.76,1.93,0.81,0.49
Jacob Hollister,TE,0.56,0.32,-0.08,1.2,0.67,0.62
Chris Manhertz,TE,0.45,0.46,-0.47,1.37,0.73,0.47
Derek Carrier,TE,0.44,0.23,-0.03,0.91,0.55,0.58
Darrell Daniels,TE,0.44,0.27,-0.1,0.98,0.57,0.54
Blake Bell,TE,0.41,0.24,-0.07,0.89,0.5,0.46
Logan Paulsen,TE,0.4,0.26,-0.11,0.91,0.47,0.4
Ifeanyi Momah,TE,0.37,0.29,-0.22,0.96,0.52,0.42
David Morgan,TE,0.36,0.24,-0.11,0.83,0.25,0.33
Phillip Supernaw,TE,0.33,0.42,-0.51,1.18,0.36,0.19
Logan Thomas,TE,0.32,0.24,-0.17,0.81,0.47,0.38
Neal Sterling,TE,0.3,0.42,-0.55,1.15,0.9,0.0
Nick Vannett,TE,0.28,0.24,-0.21,0.77,0.21,0.29
Khari Lee,TE,0.26,0.18,-0.11,0.62,0.38,0.35
Sean McGrath,TE,0.21,0.14,-0.06,0.49,0.25,0.24
Ross Travis,TE,0.19,0.19,-0.18,0.57,0.28,0.13
Jim Dray,TE,0.19,0.27,-0.35,0.73,0.57,0.0
Alan Cross,TE,0.17,0.29,-0.41,0.75,0.67,0.0
Eric Tomlinson,TE,0.14,0.19,-0.24,0.52,0.18,0.02
Ryan Hewitt,TE,0.09,0.13,-0.16,0.34,0.27,0.0
Chris Gragg,TE,0.0,0.0,0.0,0.0,,0.0
Matt Lengel,TE,0.0,0.0,0.0,0.0,,0.0
Will Tye,TE,0.0,0.0,0.0,0.0,,0.0
Jacob Tamme,TE,0.0,0.0,0.0,0.0,,0.0
Gary Barnidge,TE,0.0,0.0,0.0,0.0,,0.0
Mike Evans,WR,18.34,4.78,8.77,27.91,17.74,17.8
Jordy Nelson,WR,17.88,3.97,9.94,25.82,17.44,17.12
Odell Beckham,WR,17.25,4.62,8.02,26.48,16.6,17.48
Antonio Brown,WR,17.1,7.6,1.9,32.3,19.02,19.36
DeAndre Hopkins,WR,16.09,3.54,9.01,23.17,15.67,16.1
Dez Bryant,WR,15.78,3.63,8.52,23.03,15.33,15.32
Keenan Allen,WR,15.4,3.09,9.21,21.58,15.07,15.12
Brandin Cooks,WR,15.12,3.14,8.84,21.4,14.76,14.81
T.Y. Hilton,WR,14.84,2.51,9.83,19.85,14.61,14.74
A.J. Green,WR,14.62,6.72,1.18,28.05,16.7,16.84
Larry Fitzgerald,WR,14.54,3.24,8.07,21.02,14.11,14.68
Golden Tate,WR,14.53,3.0,8.53,20.53,14.2,14.8
Doug Baldwin,WR,14.22,2.81,8.59,19.85,13.93,14.09
Stefon Diggs,WR,14.09,6.11,1.88,26.3,15.77,15.52
Tyreek Hill,WR,13.88,2.92,8.04,19.72,13.58,13.51
Jarvis Landry,WR,13.66,2.13,9.4,17.91,13.45,14.0
Pierre Garcon,WR,13.27,3.08,7.11,19.43,12.93,13.28
Chris Hogan,WR,13.2,2.85,7.51,18.89,12.88,13.28
DeVante Parker,WR,12.94,2.79,7.36,18.52,12.63,13.18
DeSean Jackson,WR,12.32,3.55,5.22,19.42,11.84,11.53
Randall Cobb,WR,12.26,5.49,1.28,23.25,13.63,13.3
Rishard Matthews,WR,12.13,2.76,6.62,17.65,11.82,12.24
Kelvin Benjamin,WR,12.12,3.05,6.03,18.21,11.77,12.0
Adam Thielen,WR,12.09,2.24,7.61,16.56,11.87,12.35
Michael Crabtree,WR,11.78,1.96,7.87,15.69,11.62,11.52
Alshon Jeffery,WR,11.44,3.21,5.01,17.86,10.83,12.56
Sammy Watkins,WR,10.78,1.47,7.85,13.71,10.67,11.37
Amari Cooper,WR,10.65,2.15,6.35,14.95,10.38,11.29
Jermaine Kearse,WR,10.49,3.01,4.46,16.52,10.04,10.64
Tyrell Williams,WR,10.43,1.24,7.95,12.91,10.34,10.92
Sterling Shepard,WR,10.13,1.66,6.81,13.45,9.98,10.4
Marqise Lee,WR,9.93,1.53,6.88,12.99,9.81,10.04
Davante Adams,WR,9.81,3.84,2.12,17.49,8.85,9.58
Jeremy Maclin,WR,9.74,1.86,6.02,13.45,9.52,10.56
Cooper Kupp,WR,9.54,3.81,1.91,17.17,8.91,9.08
Robby Anderson,WR,9.33,1.57,6.19,12.48,9.18,9.69
Marvin Jones,WR,9.24,1.84,5.56,12.93,9.05,9.5
Devin Funchess,WR,9.01,3.57,1.87,16.16,10.23,10.48
Kenny Stills,WR,8.91,1.31,6.28,11.54,8.81,9.29
Martavis Bryant,WR,8.86,3.64,1.58,16.14,10.02,10.2
Eric Decker,WR,8.74,1.43,5.87,11.6,8.61,9.09
Mike Wallace,WR,8.67,1.91,4.86,12.48,8.42,8.57
Allen Hurns,WR,8.67,3.69,1.29,16.06,9.73,10.02
Cole Beasley,WR,8.47,2.2,4.07,12.87,8.12,9.56
John Brown,WR,8.41,1.81,4.79,12.03,8.19,9.04
Terrance Williams,WR,8.38,1.48,5.42,11.34,8.25,8.02
Will Fuller,WR,8.31,1.76,4.8,11.83,8.11,8.8
Paul Richardson,WR,8.3,1.6,5.09,11.51,8.16,7.88
Brandon Marshall,WR,8.18,1.97,4.24,12.13,7.96,7.95
Kendall Wright,WR,8.14,1.35,5.44,10.84,8.01,8.52
J.J. Nelson,WR,8.07,2.56,2.95,13.18,7.65,7.43
Adam Humphries,WR,7.97,1.11,5.74,10.2,7.88,8.26
Danny Amendola,WR,7.96,3.47,1.02,14.9,8.89,8.93
Kenny Britt,WR,7.9,1.77,4.35,11.45,7.71,8.41
Robert Woods,WR,7.71,1.77,4.17,11.25,7.51,6.72
Donte Moncrief,WR,7.57,3.29,0.99,14.15,8.46,9.06
Nelson Agholor,WR,7.49,1.33,4.82,10.15,7.37,7.36
Brandon LaFell,WR,7.41,1.77,3.86,10.96,7.2,7.31
Jaron Brown,WR,7.33,3.13,1.08,13.58,8.21,8.6
Tyler Lockett,WR,7.3,3.25,0.8,13.8,8.4,7.95
Torrey Smith,WR,7.25,2.26,2.72,11.78,6.84,7.5
Zay Jones,WR,7.19,1.68,3.83,10.56,6.97,7.4
Jeremy Kerley,WR,7.19,2.09,3.01,11.37,6.93,6.98
Rashard Higgins,WR,7.11,2.27,2.57,11.64,6.78,6.42
Travis Benjamin,WR,6.73,0.85,5.02,8.44,6.67,7.0
JuJu Smith-Schuster,WR,6.64,1.46,3.71,9.57,6.48,6.19
Deonte Thompson,WR,6.34,1.24,3.86,8.81,6.21,6.51
Chris Conley,WR,6.04,1.65,2.73,9.35,5.83,6.17
Albert Wilson,WR,5.73,1.24,3.25,8.21,5.58,6.07
Trent Taylor,WR,5.61,1.85,1.9,9.32,5.33,4.46
Andre Holmes,WR,5.52,1.08,3.35,7.69,5.4,5.82
Markus Wheaton,WR,5.41,1.8,1.82,9.0,5.14,4.43
Ricardo Louis,WR,5.34,2.59,0.16,10.52,3.9,5.2
Taywan Taylor,WR,5.32,2.16,1.01,9.64,4.89,4.53
Marquise Goodwin,WR,5.32,3.19,-1.05,11.69,5.51,6.92
Bruce Ellington,WR,5.12,1.57,1.99,8.25,4.78,5.61
Geronimo Allison,WR,5.01,2.36,0.3,9.73,4.24,5.58
Seth Roberts,WR,4.99,0.86,3.27,6.72,4.91,5.14
Tavon Austin,WR,4.81,2.52,-0.23,9.85,4.31,4.17
Eli Rogers,WR,4.69,3.28,-1.87,11.24,3.77,2.88
Josh Bellamy,WR,4.61,2.1,0.41,8.81,4.24,4.04
Curtis Samuel,WR,4.53,2.24,0.05,9.0,3.89,4.64
