Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
TE,Jermaine Gresham,2800,SF@ARI 04:05PM ET,6.58,ARI
DST,Eagles,3300,PHI@LAC 04:05PM ET,6.57,PHI
DST,Ravens,3000,PIT@BAL 01:00PM ET,6.57,BAL
DST,Buccaneers,3400,NYG@TB 04:05PM ET,6.55,TB
DST,Cowboys,2500,LAR@DAL 01:00PM ET,6.53,DAL
TE,David Njoku,2900,CIN@CLE 01:00PM ET,6.53,CLE
RB,Thomas Rawls,3700,IND@SEA 08:30PM ET,6.44,SEA
RB,Shane Vereen,3600,NYG@TB 04:05PM ET,6.43,NYG
WR,Jeremy Kerley,3700,JAX@NYJ 01:00PM ET,6.39,NYJ
RB,Giovani Bernard,4300,CIN@CLE 01:00PM ET,6.36,CIN
WR,Adam Humphries,3300,NYG@TB 04:05PM ET,6.24,TB
RB,Adrian Peterson,3600,NO@MIA 09:30AM ET,6.2,NO
DST,Texans,3000,TEN@HOU 01:00PM ET,6.14,HOU
TE,Austin Hooper,3300,BUF@ATL 01:00PM ET,6.14,ATL
DST,Giants,2900,NYG@TB 04:05PM ET,6.06,NYG
TE,Austin Seferian-Jenkins,3000,JAX@NYJ 01:00PM ET,5.98,NYJ
DST,Browns,2400,CIN@CLE 01:00PM ET,5.91,CLE
DST,Colts,2400,IND@SEA 08:30PM ET,5.84,IND
DST,Jets,2600,JAX@NYJ 01:00PM ET,5.82,NYJ
TE,George Kittle,2500,SF@ARI 04:05PM ET,5.81,SF
